iid,gender,order,pid,int_corr,samerace,age_o,age,field,race,from,career,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr,sinc,intel,fun,amb,shar,like,prob,match_es,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,dec
244,1,5,241,0.0,0,29,28,MBA,2,Seattle,Management Consultant,5,2,10,8,6,4,9,1,3,13,9,8,9,3,4,3,1,8.0,9.0,9.0,9.0,9.0,7.0,7.0,5.0,1.0,8.00,9.00,9.00,7,10,yes
244,1,9,242,0.19,0,26,28,MBA,2,Seattle,Management Consultant,5,2,10,8,6,4,9,1,3,13,9,8,9,3,4,3,1,8.0,5.0,7.0,5.0,3.0,1.0,4.0,2.0,1.0,8.00,9.00,9.00,7,10,no
245,1,6,234,0.05,0,22,32,Philosophy,2,"Lexington, MA",Academic (Law),3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,8.0,7.0,6.0,6.0,NA,5.0,7.0,3.0,2.0,6.00,7.00,9.00,7,7,yes
245,1,8,235,0.43,1,23,32,Philosophy,2,"Lexington, MA",Academic (Law),3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,7.0,6.0,6.0,5.0,4.0,4.0,6.0,4.0,2.0,6.00,7.00,9.00,7,7,no
245,1,9,236,0.19,0,24,32,Philosophy,2,"Lexington, MA",Academic (Law),3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,9.0,7.0,8.0,6.0,6.0,5.0,8.0,2.0,2.0,6.00,7.00,9.00,7,7,yes
245,1,1,237,0.31,1,34,32,Philosophy,2,"Lexington, MA",Academic (Law),3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,7.0,8.0,6.0,6.0,NA,NA,6.0,4.0,2.0,6.00,7.00,9.00,7,7,no
245,1,5,238,0.26,1,27,32,Philosophy,2,"Lexington, MA",Academic (Law),3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,6.0,7.0,6.0,6.0,6.0,4.0,5.0,5.0,2.0,6.00,7.00,9.00,7,7,no
245,1,4,239,0.54,1,34,32,Philosophy,2,"Lexington, MA",Academic (Law),3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,6.0,8.0,8.0,6.0,5.0,3.0,7.0,NA,2.0,6.00,7.00,9.00,7,7,yes
245,1,3,240,0.18,0,26,32,Philosophy,2,"Lexington, MA",Academic (Law),3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,8.0,7.0,8.0,7.0,7.0,4.0,8.0,3.0,2.0,6.00,7.00,9.00,7,7,yes
245,1,7,241,0.11,0,29,32,Philosophy,2,"Lexington, MA",Academic (Law),3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,9.0,8.0,7.0,7.0,6.0,4.0,8.0,4.0,2.0,6.00,7.00,9.00,7,7,yes
245,1,2,242,0.73,0,26,32,Philosophy,2,"Lexington, MA",Academic (Law),3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,9.0,8.0,8.0,7.0,7.0,6.0,7.0,2.0,2.0,6.00,7.00,9.00,7,7,no
246,1,2,234,0.44,0,22,25,biotechnology,2,"brooklyn, ny",scientist,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,3.0,6.0,7.0,NA,NA,NA,5.0,5.0,5.0,7.00,8.00,7.00,7,7,no
246,1,4,235,0.44,1,23,25,biotechnology,2,"brooklyn, ny",scientist,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,6.0,3.0,5.0,5.0,NA,4.0,4.0,3.0,5.0,7.00,8.00,7.00,7,7,yes
246,1,5,236,0.26,0,24,25,biotechnology,2,"brooklyn, ny",scientist,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,2.0,3.0,NA,2.0,NA,4.0,4.0,3.0,5.0,7.00,8.00,7.00,7,7,no
246,1,6,237,0.24,1,34,25,biotechnology,2,"brooklyn, ny",scientist,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,3.0,7.0,7.0,4.0,NA,5.0,5.0,3.0,5.0,7.00,8.00,7.00,7,7,no
246,1,1,238,0.46,1,27,25,biotechnology,2,"brooklyn, ny",scientist,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,6.0,6.0,7.0,NA,NA,5.0,7.0,3.0,5.0,7.00,8.00,7.00,7,7,yes
246,1,9,239,0.52,1,34,25,biotechnology,2,"brooklyn, ny",scientist,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,5.0,5.0,6.0,5.0,NA,6.0,6.0,5.0,5.0,7.00,8.00,7.00,7,7,yes
246,1,8,240,-0.25,0,26,25,biotechnology,2,"brooklyn, ny",scientist,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,5.0,7.0,7.0,7.0,5.0,5.0,7.0,6.0,5.0,7.00,8.00,7.00,7,7,yes
246,1,3,241,0.14,0,29,25,biotechnology,2,"brooklyn, ny",scientist,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,8.0,5.0,6.0,7.0,NA,5.0,5.0,5.0,5.0,7.00,8.00,7.00,7,7,yes
246,1,7,242,0.33,0,26,25,biotechnology,2,"brooklyn, ny",scientist,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,8.0,7.0,7.0,7.0,5.0,NA,7.0,5.0,5.0,7.00,8.00,7.00,7,7,yes
247,1,9,234,-0.2,0,22,25,Earth and Environmental Science,4,"Shanghai, China",Naturalist,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,3.0,7.0,5.0,5.0,4.0,4.0,6.0,6.0,5.0,4.00,8.00,8.00,3,3,yes
247,1,2,235,-0.63,0,23,25,Earth and Environmental Science,4,"Shanghai, China",Naturalist,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,8.0,7.0,7.0,7.0,2.0,3.0,7.0,6.0,5.0,4.00,8.00,8.00,3,3,yes
247,1,3,236,-0.14,1,24,25,Earth and Environmental Science,4,"Shanghai, China",Naturalist,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,7.0,7.0,5.0,3.0,7.0,3.0,3.0,3.0,5.0,4.00,8.00,8.00,3,3,no
247,1,4,237,0.27,0,34,25,Earth and Environmental Science,4,"Shanghai, China",Naturalist,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,5.0,6.0,8.0,5.0,6.0,3.0,6.0,6.0,5.0,4.00,8.00,8.00,3,3,yes
247,1,8,238,-0.14,0,27,25,Earth and Environmental Science,4,"Shanghai, China",Naturalist,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,6.0,7.0,7.0,6.0,5.0,3.0,6.0,5.0,5.0,4.00,8.00,8.00,3,3,yes
247,1,7,239,0.02,0,34,25,Earth and Environmental Science,4,"Shanghai, China",Naturalist,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,5.0,8.0,6.0,5.0,4.0,7.0,7.0,7.0,5.0,4.00,8.00,8.00,3,3,yes
247,1,6,240,-0.06,1,26,25,Earth and Environmental Science,4,"Shanghai, China",Naturalist,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,6.0,6.0,4.0,8.0,3.0,4.0,7.0,7.0,5.0,4.00,8.00,8.00,3,3,yes
247,1,1,241,-0.15,1,29,25,Earth and Environmental Science,4,"Shanghai, China",Naturalist,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,5.0,6.0,5.0,5.0,4.0,3.0,5.0,6.0,5.0,4.00,8.00,8.00,3,3,yes
247,1,5,242,-0.01,0,26,25,Earth and Environmental Science,4,"Shanghai, China",Naturalist,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,8.0,6.0,6.0,6.0,3.0,5.0,7.0,5.0,5.0,4.00,8.00,8.00,3,3,yes
248,1,3,234,0.23,1,22,27,Business,6,San Francisco,Trader,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,5.0,7.0,8.0,6.0,7.0,3.0,7.0,4.0,2.0,6.00,7.00,7.00,8,8,no
248,1,5,235,0.04,0,23,27,Business,6,San Francisco,Trader,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,7.0,8.0,6.0,8.0,6.0,4.0,8.0,6.0,2.0,6.00,7.00,7.00,8,8,yes
248,1,6,236,-0.03,0,24,27,Business,6,San Francisco,Trader,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6.0,6.0,9.0,6.0,7.0,4.0,6.0,4.0,2.0,6.00,7.00,7.00,8,8,no
248,1,7,237,0.15,0,34,27,Business,6,San Francisco,Trader,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6.0,7.0,7.0,6.0,6.0,3.0,6.0,4.0,2.0,6.00,7.00,7.00,8,8,no
248,1,2,238,0.14,0,27,27,Business,6,San Francisco,Trader,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6.0,8.0,7.0,7.0,6.0,3.0,7.0,5.0,2.0,6.00,7.00,7.00,8,8,no
248,1,1,239,0.15,0,34,27,Business,6,San Francisco,Trader,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6.0,7.0,8.0,6.0,3.0,4.0,6.0,4.0,2.0,6.00,7.00,7.00,8,8,no
248,1,9,240,0.09,0,26,27,Business,6,San Francisco,Trader,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6.0,7.0,7.0,8.0,7.0,5.0,7.0,6.0,2.0,6.00,7.00,7.00,8,8,yes
248,1,4,241,0.17,0,29,27,Business,6,San Francisco,Trader,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6.0,7.0,7.0,8.0,7.0,5.0,7.0,6.0,2.0,6.00,7.00,7.00,8,8,yes
248,1,8,242,0.16,0,26,27,Business,6,San Francisco,Trader,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,8.0,7.0,7.0,6.0,6.0,5.0,8.0,5.0,2.0,6.00,7.00,7.00,8,8,yes
249,1,5,234,0.3,1,22,33,Finance,6,Chile,Wall Street Economist,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,9.0,9.0,8.0,9.0,7.0,9.0,9.0,8.0,4.0,7.00,9.00,9.00,8,9,yes
249,1,7,235,0.31,0,23,33,Finance,6,Chile,Wall Street Economist,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,9.0,8.0,9.0,9.0,6.0,7.0,9.0,8.0,4.0,7.00,9.00,9.00,8,9,yes
249,1,8,236,0.47,0,24,33,Finance,6,Chile,Wall Street Economist,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,9.0,9.0,9.0,6.0,7.0,5.0,7.0,6.0,4.0,7.00,9.00,9.00,8,9,no
249,1,9,237,-0.09,0,34,33,Finance,6,Chile,Wall Street Economist,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,6.0,9.0,8.0,7.0,8.0,6.0,2.0,6.0,4.0,7.00,9.00,9.00,8,9,no
249,1,4,238,0.2,0,27,33,Finance,6,Chile,Wall Street Economist,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,9.0,9.0,8.0,9.0,8.0,9.0,9.0,8.0,4.0,7.00,9.00,9.00,8,9,yes
249,1,3,239,0.32,0,34,33,Finance,6,Chile,Wall Street Economist,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,6.0,7.0,6.0,5.0,5.0,5.0,6.0,4.0,4.0,7.00,9.00,9.00,8,9,no
249,1,2,240,-0.18,0,26,33,Finance,6,Chile,Wall Street Economist,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,8.0,9.0,8.0,10.0,9.0,10.0,9.0,6.0,4.0,7.00,9.00,9.00,8,9,yes
249,1,6,241,0.19,0,29,33,Finance,6,Chile,Wall Street Economist,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,2.0,9.0,7.0,9.0,9.0,9.0,8.0,7.0,4.0,7.00,9.00,9.00,8,9,yes
249,1,1,242,0.27,0,26,33,Finance,6,Chile,Wall Street Economist,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,9.0,8.0,9.0,9.0,7.0,8.0,9.0,7.0,4.0,7.00,9.00,9.00,8,9,yes
250,1,1,234,0.66,1,22,25,Classics,6,"Toronto, London, India","professor, poet/critic",7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,5.0,10.0,6.0,7.0,7.0,4.0,5.0,6.0,5.0,10.00,9.00,10.00,8,10,no
250,1,3,235,0.65,0,23,25,Classics,6,"Toronto, London, India","professor, poet/critic",7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,9.0,10.0,7.0,9.0,7.0,7.0,9.0,9.0,5.0,10.00,9.00,10.00,8,10,yes
250,1,4,236,0.39,0,24,25,Classics,6,"Toronto, London, India","professor, poet/critic",7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,3.0,8.0,5.0,4.0,4.0,4.0,4.0,6.0,5.0,10.00,9.00,10.00,8,10,no
250,1,5,237,0.6,0,34,25,Classics,6,"Toronto, London, India","professor, poet/critic",7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,6.0,10.0,8.0,7.0,7.0,6.0,6.0,9.0,5.0,10.00,9.00,10.00,8,10,yes
250,1,9,238,0.81,0,27,25,Classics,6,"Toronto, London, India","professor, poet/critic",7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,8.0,8.0,8.0,9.0,7.0,8.0,8.0,9.0,5.0,10.00,9.00,10.00,8,10,yes
250,1,8,239,0.6,0,34,25,Classics,6,"Toronto, London, India","professor, poet/critic",7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,5.0,8.0,7.0,6.0,6.0,5.0,5.0,9.0,5.0,10.00,9.00,10.00,8,10,no
250,1,7,240,-0.38,0,26,25,Classics,6,"Toronto, London, India","professor, poet/critic",7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,6.0,7.0,7.0,8.0,9.0,7.0,7.0,10.0,5.0,10.00,9.00,10.00,8,10,yes
250,1,2,241,0.76,0,29,25,Classics,6,"Toronto, London, India","professor, poet/critic",7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,8.0,10.0,8.0,8.0,8.0,8.0,8.0,9.0,5.0,10.00,9.00,10.00,8,10,yes
250,1,6,242,0.67,0,26,25,Classics,6,"Toronto, London, India","professor, poet/critic",7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,5.0,10.00,9.00,10.00,8,10,yes
251,1,8,234,-0.12,1,22,33,Philosophy (Ph.D.),6,Israel,Am not sure,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,8.0,8.0,8.0,6.0,9.0,NA,7.0,4.0,1.0,8.00,10.00,10.00,9,9,no
251,1,1,235,0.11,0,23,33,Philosophy (Ph.D.),6,Israel,Am not sure,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,8.0,9.0,8.0,8.0,8.0,NA,8.0,8.0,1.0,8.00,10.00,10.00,9,9,yes
251,1,2,236,0.39,0,24,33,Philosophy (Ph.D.),6,Israel,Am not sure,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,4.0,8.0,7.0,3.0,8.0,NA,3.0,6.0,1.0,8.00,10.00,10.00,9,9,no
251,1,3,237,0.14,0,34,33,Philosophy (Ph.D.),6,Israel,Am not sure,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,6.0,8.0,8.0,6.0,NA,NA,6.0,6.0,1.0,8.00,10.00,10.00,9,9,no
251,1,7,238,0.03,0,27,33,Philosophy (Ph.D.),6,Israel,Am not sure,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,5.0,8.0,7.0,4.0,8.0,8.0,5.0,6.0,1.0,8.00,10.00,10.00,9,9,no
251,1,6,239,0.37,0,34,33,Philosophy (Ph.D.),6,Israel,Am not sure,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,7.0,8.0,8.0,6.0,6.0,NA,7.0,6.0,1.0,8.00,10.00,10.00,9,9,no
251,1,5,240,0.28,0,26,33,Philosophy (Ph.D.),6,Israel,Am not sure,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,7.0,8.0,7.0,5.0,8.0,NA,5.0,6.0,1.0,8.00,10.00,10.00,9,9,no
251,1,9,241,-0.01,0,29,33,Philosophy (Ph.D.),6,Israel,Am not sure,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,7.0,8.0,7.0,6.0,7.0,NA,7.0,5.0,1.0,8.00,10.00,10.00,9,9,no
251,1,4,242,0.44,0,26,33,Philosophy (Ph.D.),6,Israel,Am not sure,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,8.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,1.0,8.00,10.00,10.00,9,9,yes
252,0,10,273,0.37,0,29,28,Political Science,3,Mexico,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,6.0,6.0,7.0,6.0,5.0,2.0,6.0,8.0,2.0,8.00,8.00,8.00,10,9,yes
252,0,12,274,0.47,1,24,28,Political Science,3,Mexico,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,4.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,2.0,8.00,8.00,8.00,10,9,yes
252,0,4,275,0.38,0,21,28,Political Science,3,Mexico,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,7.0,6.0,9.0,4.0,9.0,3.0,2.0,4.0,2.0,8.00,8.00,8.00,10,9,no
252,0,17,276,0.34,0,26,28,Political Science,3,Mexico,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,2.0,4.0,5.0,5.0,5.0,1.0,3.0,3.0,2.0,8.00,8.00,8.00,10,9,no
252,0,18,277,-0.11,0,25,28,Political Science,3,Mexico,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,2.0,1.0,1.0,1.0,9.0,5.0,1.0,2.0,2.0,8.00,8.00,8.00,10,9,no
252,0,11,278,0.64,0,32,28,Political Science,3,Mexico,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,1.0,2.0,8.0,1.0,8.0,1.0,2.0,8.0,2.0,8.00,8.00,8.00,10,9,no
252,0,13,279,-0.09,0,25,28,Political Science,3,Mexico,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,4.0,2.0,5.0,1.0,8.0,7.0,6.0,8.0,2.0,8.00,8.00,8.00,10,9,yes
252,0,3,280,0.45,0,25,28,Political Science,3,Mexico,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,1.0,9.0,8.0,1.0,3.0,1.0,2.0,8.0,2.0,8.00,8.00,8.00,10,9,no
252,0,1,281,0.53,0,27,28,Political Science,3,Mexico,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,4.0,6.0,8.0,6.0,6.0,10.0,4.0,8.0,2.0,8.00,8.00,8.00,10,9,no
252,0,21,282,-0.15,0,23,28,Political Science,3,Mexico,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,1.0,2.0,5.0,7.0,5.0,1.0,1.0,4.0,2.0,8.00,8.00,8.00,10,9,no
252,0,20,283,-0.02,0,27,28,Political Science,3,Mexico,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,6.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,8.00,8.00,8.00,10,9,no
252,0,2,284,0.54,0,27,28,Political Science,3,Mexico,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,2.0,4.0,4.0,1.0,7.0,2.0,3.0,4.0,2.0,8.00,8.00,8.00,10,9,no
252,0,15,285,0.11,0,24,28,Political Science,3,Mexico,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,1.0,1.0,6.0,1.0,5.0,1.0,1.0,5.0,2.0,8.00,8.00,8.00,10,9,no
252,0,5,286,0.11,0,22,28,Political Science,3,Mexico,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,4.0,9.0,3.0,2.0,4.0,1.0,2.0,4.0,2.0,8.00,8.00,8.00,10,9,no
252,0,6,287,0.5,0,22,28,Political Science,3,Mexico,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,1.0,2.0,3.0,1.0,5.0,8.0,1.0,5.0,2.0,8.00,8.00,8.00,10,9,no
252,0,7,288,0.34,0,27,28,Political Science,3,Mexico,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,1.0,6.0,5.0,1.0,6.0,4.0,1.0,5.0,2.0,8.00,8.00,8.00,10,9,no
252,0,8,289,0.09,0,28,28,Political Science,3,Mexico,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,2.0,6.0,6.0,7.0,6.0,3.0,3.0,8.0,2.0,8.00,8.00,8.00,10,9,yes
252,0,16,290,0.31,0,34,28,Political Science,3,Mexico,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,4.0,2.0,7.0,1.0,7.0,1.0,1.0,2.0,2.0,8.00,8.00,8.00,10,9,no
252,0,9,291,-0.16,0,27,28,Political Science,3,Mexico,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,1.0,7.0,9.0,2.0,9.0,2.0,2.0,8.0,2.0,8.00,8.00,8.00,10,9,yes
252,0,19,292,0.11,0,28,28,Political Science,3,Mexico,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,8.0,1.0,8.0,1.0,8.0,1.0,6.0,3.0,2.0,8.00,8.00,8.00,10,9,yes
252,0,14,293,0.47,1,28,28,Political Science,3,Mexico,Professor,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,2.0,8.0,8.0,3.0,8.0,1.0,2.0,6.0,2.0,8.00,8.00,8.00,10,9,no
253,0,17,273,0.43,0,29,33,sociology,4,Japan,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,5.0,6.0,7.0,6.0,7.0,5.0,5.0,6.0,8.0,7.00,9.00,8.00,8,5,no
253,0,19,274,0.5,0,24,33,sociology,4,Japan,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,6.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,7.00,9.00,8.00,8,5,yes
253,0,11,275,0.29,0,21,33,sociology,4,Japan,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,6.0,7.0,7.0,5.0,6.0,5.0,6.0,5.0,8.0,7.00,9.00,8.00,8,5,no
253,0,3,276,0.58,0,26,33,sociology,4,Japan,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,6.0,6.0,7.0,6.0,7.0,4.0,6.0,5.0,8.0,7.00,9.00,8.00,8,5,yes
253,0,4,277,0.13,0,25,33,sociology,4,Japan,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7.0,7.0,8.0,8.0,7.0,5.0,8.0,7.0,8.0,7.00,9.00,8.00,8,5,yes
253,0,18,278,0.68,0,32,33,sociology,4,Japan,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,5.0,6.0,6.0,5.0,7.0,6.0,6.0,5.0,8.0,7.00,9.00,8.00,8,5,no
253,0,20,279,0.27,0,25,33,sociology,4,Japan,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7.0,6.0,7.0,7.0,8.0,6.0,7.0,6.0,8.0,7.00,9.00,8.00,8,5,yes
253,0,10,280,0.49,0,25,33,sociology,4,Japan,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,5.0,6.0,7.0,4.0,5.0,6.0,5.0,5.0,8.0,7.00,9.00,8.00,8,5,no
253,0,8,281,0.6,0,27,33,sociology,4,Japan,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7.0,7.0,7.0,7.0,6.0,8.0,7.0,7.0,8.0,7.00,9.00,8.00,8,5,yes
253,0,7,282,-0.41,0,23,33,sociology,4,Japan,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,8.0,7.00,9.00,8.00,8,5,yes
253,0,6,283,-0.29,1,27,33,sociology,4,Japan,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,4.0,8.0,8.0,5.0,6.0,4.0,5.0,5.0,8.0,7.00,9.00,8.00,8,5,no
253,0,9,284,0.75,0,27,33,sociology,4,Japan,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7.0,7.0,7.0,7.0,7.0,6.0,8.0,6.0,8.0,7.00,9.00,8.00,8,5,yes
253,0,1,285,0.01,0,24,33,sociology,4,Japan,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,6.0,8.0,8.0,6.0,7.0,6.0,7.0,7.0,8.0,7.00,9.00,8.00,8,5,yes
253,0,12,286,0.13,0,22,33,sociology,4,Japan,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,6.0,7.0,6.0,6.0,7.0,5.0,6.0,5.0,8.0,7.00,9.00,8.00,8,5,no
253,0,13,287,0.26,1,22,33,sociology,4,Japan,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,8.0,7.00,9.00,8.00,8,5,no
253,0,14,288,0.29,0,27,33,sociology,4,Japan,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,5.0,5.0,6.0,5.0,6.0,8.0,6.0,6.0,8.0,7.00,9.00,8.00,8,5,yes
253,0,15,289,0.13,1,28,33,sociology,4,Japan,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7.0,7.0,7.0,7.0,7.0,8.0,8.0,6.0,8.0,7.00,9.00,8.00,8,5,yes
253,0,2,290,0.4,0,34,33,sociology,4,Japan,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,6.0,7.0,7.0,5.0,7.0,4.0,5.0,4.0,8.0,7.00,9.00,8.00,8,5,no
253,0,16,291,0.09,1,27,33,sociology,4,Japan,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,4.0,7.0,7.0,6.0,8.0,6.0,6.0,6.0,8.0,7.00,9.00,8.00,8,5,no
253,0,5,292,-0.04,0,28,33,sociology,4,Japan,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,5.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,8.0,7.00,9.00,8.00,8,5,no
253,0,21,293,0.38,0,28,33,sociology,4,Japan,researcher/academia,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,5.0,7.0,6.0,6.0,6.0,5.0,7.0,6.0,8.0,7.00,9.00,8.00,8,5,yes
254,0,4,273,0.62,1,29,22,Philosophy and Physics,2,"Boulder, Colorado",academia,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6.0,6.0,6.0,2.0,5.0,2.0,4.0,5.0,2.0,8.00,7.00,10.00,9,9,no
254,0,6,274,0.33,0,24,22,Philosophy and Physics,2,"Boulder, Colorado",academia,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,8.00,7.00,10.00,9,9,no
