state,name,FIPS,pop2010,pop2000,age_under_5,age_under_18,age_over_65,female,white,black,native,asian,pac_isl,two_plus_races,hispanic,white_not_hispanic,no_move_in_one_plus_year,foreign_born,foreign_spoken_at_home,hs_grad,bachelors,veterans,mean_work_travel,housing_units,home_ownership,housing_multi_unit,median_val_owner_occupied,households,persons_per_household,per_capita_income,median_household_income,poverty,private_nonfarm_establishments,private_nonfarm_employment,percent_change_private_nonfarm_employment,nonemployment_establishments,firms,black_owned_firms,native_owned_firms,asian_owned_firms,pac_isl_owned_firms,hispanic_owned_firms,women_owned_firms,manufacturer_shipments_2007,mercent_whole_sales_2007,sales,sales_per_capita,accommodation_food_service,building_permits,fed_spending,area,density
New York,Chemung County,36015.0,88830.0,91070.0,5.9,22.4,15.7,50.3,88.7,6.6,0.3,1.2,NA,2.7,2.5,87.4,84.1,2.5,4.8,87.6,20.9,8608.0,19.6,38369.0,68.1,25.8,85900.0,35418.0,2.34,23457.0,44502.0,15.2,1869.0,32016.0,-8.9,3877.0,6041.0,3.2,NA,NA,NA,NA,33.5,1280767.0,357907.0,1207246.0,13710.0,123134.0,76.0,727837.0,407.35,218.1
New York,Chenango County,36017.0,50477.0,51401.0,5.4,22.7,16.6,50.2,96.9,0.7,0.3,0.4,NA,1.3,1.8,95.6,89.5,2.1,4.7,85.0,17.0,4585.0,21.9,24710.0,77.2,14.5,88200.0,19989.0,2.48,22036.0,43943.0,13.6,975.0,11316.0,-8.5,2969.0,4554.0,NA,NA,NA,NA,NA,25.4,595598.0,126341.0,518164.0,10134.0,32162.0,76.0,359267.0,893.55,56.5
New York,Clinton County,36019.0,82128.0,79894.0,5.0,19.3,13.3,48.7,92.5,3.9,0.3,1.1,NA,1.4,2.5,91.1,84.3,4.9,6.3,84.2,21.7,7545.0,18.8,35888.0,70.3,20.9,117800.0,31056.0,2.42,22660.0,47489.0,13.3,1911.0,25590.0,8.7,3934.0,5287.0,NA,NA,NA,NA,NA,24.0,1599821.0,679389.0,1195037.0,14598.0,126639.0,115.0,631785.0,1037.85,79.1
New York,Columbia County,36021.0,63096.0,63094.0,4.8,20.3,18.2,49.7,90.6,4.5,0.2,1.6,NA,2.0,3.9,88.2,89.1,5.4,7.7,87.0,28.2,6261.0,25.1,32775.0,73.2,16.8,221900.0,25686.0,2.3,31844.0,55546.0,9.5,1724.0,14811.0,-6.0,5538.0,7644.0,NA,NA,NA,NA,NA,25.5,619223.0,NA,638351.0,10249.0,65122.0,67.0,498591.0,634.71,99.4
New York,Cortland County,36023.0,49336.0,48599.0,5.5,21.1,13.1,51.2,95.1,1.5,0.3,0.8,NA,1.7,2.2,93.7,83.5,2.2,4.4,89.1,24.3,3755.0,20.8,20577.0,66.3,30.0,95100.0,17901.0,2.57,22078.0,45338.0,14.1,1024.0,14271.0,-11.4,2295.0,3190.0,NA,NA,NA,NA,NA,NA,603729.0,NA,523122.0,10828.0,84612.0,63.0,306458.0,498.76,98.9
New York,Delaware County,36025.0,47980.0,48055.0,5.0,19.6,19.4,49.8,95.2,1.6,0.3,0.8,NA,1.3,3.3,93.2,87.2,4.2,6.1,87.0,19.1,4709.0,21.3,31222.0,75.9,12.5,126700.0,20110.0,2.33,22928.0,42967.0,13.3,1065.0,12390.0,NA,3451.0,3982.0,NA,NA,NA,NA,1.1,22.6,1432929.0,440978.0,389577.0,8417.0,41246.0,65.0,377353.0,1442.44,33.3
New York,Dutchess County,36027.0,297488.0,280150.0,5.1,22.2,13.5,50.2,80.1,9.9,0.3,3.5,NA,2.6,10.5,74.6,86.9,11.1,14.5,89.1,32.0,20715.0,29.9,118638.0,70.6,28.6,323300.0,106952.0,2.59,31642.0,69838.0,8.4,7497.0,94659.0,4.0,19169.0,26974.0,5.1,NA,NA,NA,NA,32.3,3823002.0,982323.0,3599202.0,12334.0,424664.0,336.0,1883350.0,795.63,373.9
New York,Erie County,36029.0,919040.0,950265.0,5.3,21.6,15.7,51.8,80.0,13.5,0.6,2.6,NA,1.8,4.5,77.7,86.8,6.1,9.6,88.4,29.1,72766.0,21.0,419974.0,66.2,38.3,117700.0,378080.0,2.36,26378.0,47372.0,14.0,22372.0,400380.0,-2.9,41868.0,61402.0,4.5,0.2,2.9,NA,1.3,26.2,15873786.0,19416088.0,11217146.0,12302.0,1462823.0,1261.0,8582060.0,1042.69,881.4
New York,Essex County,36031.0,39370.0,38851.0,4.7,19.3,18.1,48.2,94.2,2.7,0.3,0.7,0.0,1.2,2.5,92.9,87.1,4.5,6.2,88.7,25.5,3898.0,20.7,25603.0,73.0,14.8,148100.0,16098.0,2.23,24390.0,45216.0,12.9,1181.0,9766.0,-1.8,2830.0,4622.0,NA,NA,NA,NA,NA,29.4,NA,17868.0,429194.0,11338.0,125639.0,74.0,355779.0,1794.23,21.9
New York,Franklin County,36033.0,51599.0,51134.0,5.5,20.8,13.3,45.1,84.2,6.1,7.4,0.4,NA,1.2,2.9,82.6,81.8,5.8,8.5,83.3,17.3,4204.0,19.0,25306.0,72.6,16.5,88800.0,19115.0,2.34,19807.0,42050.0,14.4,1048.0,10635.0,1.3,2718.0,3513.0,NA,1.3,NA,NA,NA,NA,0.0,NA,476393.0,9437.0,42710.0,68.0,399957.0,1629.12,31.7
New York,Fulton County,36035.0,55531.0,55073.0,5.5,22.2,16.0,50.5,95.3,1.9,0.2,0.6,NA,1.4,2.3,93.8,86.2,1.5,4.0,83.2,14.3,5130.0,22.5,28562.0,69.8,25.0,95200.0,23006.0,2.31,23147.0,43240.0,17.2,1232.0,14113.0,5.9,2922.0,4272.0,NA,NA,NA,NA,NA,NA,520610.0,NA,577056.0,10478.0,46555.0,92.0,377112.0,495.47,112.1
New York,Genesee County,36037.0,60079.0,60370.0,5.6,22.1,15.6,50.5,92.9,2.7,1.1,0.6,NA,1.8,2.7,91.5,87.6,2.7,4.2,90.4,20.2,4766.0,21.6,25589.0,73.7,21.9,101400.0,23790.0,2.48,24323.0,49750.0,11.7,1326.0,15765.0,-6.5,2871.0,4238.0,NA,NA,NA,NA,NA,29.8,815469.0,811657.0,705717.0,12134.0,79495.0,47.0,453580.0,492.94,121.9
New York,Greene County,36039.0,49221.0,48195.0,4.7,19.3,17.3,47.8,90.3,5.7,0.3,0.8,NA,1.7,4.9,87.1,89.6,4.9,6.6,85.7,19.2,4897.0,25.0,29210.0,73.6,17.2,180500.0,18502.0,2.44,23461.0,46235.0,13.2,1136.0,11541.0,18.6,3385.0,5192.0,NA,NA,NA,NA,1.4,27.8,591094.0,232247.0,622994.0,12670.0,90600.0,93.0,342578.0,647.16,76.1
New York,Hamilton County,36041.0,4836.0,5379.0,3.5,16.4,23.4,49.4,97.3,0.7,0.2,0.5,0.1,1.1,1.1,96.4,94.5,3.0,2.4,88.6,25.9,629.0,21.7,8694.0,81.8,3.8,172300.0,2381.0,2.02,29965.0,49557.0,9.5,198.0,826.0,12.5,466.0,684.0,NA,NA,NA,NA,NA,NA,0.0,0.0,31894.0,6358.0,22572.0,48.0,43220.0,1717.37,2.8
New York,Herkimer County,36043.0,64519.0,64427.0,5.6,22.2,16.8,51.1,96.6,1.1,0.2,0.5,NA,1.2,1.6,95.6,89.7,2.9,5.8,86.4,18.2,5803.0,23.3,33381.0,71.6,21.5,87600.0,26291.0,2.41,21908.0,42318.0,12.8,1170.0,12100.0,-12.8,3189.0,4193.0,NA,NA,NA,NA,NA,27.0,546373.0,186804.0,503108.0,8058.0,54239.0,96.0,456453.0,1411.47,45.7
New York,Jefferson County,36045.0,116229.0,111738.0,8.3,25.5,11.2,49.1,88.7,5.1,0.5,1.3,0.3,2.8,5.3,85.8,77.4,4.5,7.8,87.8,20.2,10962.0,18.7,57966.0,57.2,29.4,116800.0,44109.0,2.53,21823.0,43410.0,14.4,2424.0,29392.0,11.4,4952.0,7213.0,NA,NA,1.9,NA,NA,31.8,839928.0,NA,1867704.0,15834.0,171973.0,291.0,3059983.0,1268.59,91.6
New York,Kings County,36047.0,2504700.0,2465326.0,7.1,23.7,11.5,52.8,42.8,34.3,0.5,10.5,0.0,3.0,19.8,35.7,90.7,37.4,45.9,77.8,28.8,58024.0,41.6,1000293.0,30.3,85.7,562400.0,903991.0,2.68,23605.0,43567.0,22.0,46445.0,484947.0,12.3,217285.0,253129.0,20.8,0.9,14.5,NA,10.8,33.6,4555642.0,13802231.0,15431858.0,6077.0,1544409.0,2093.0,79508143.0,70.82,35369.1
New York,Lewis County,36049.0,27087.0,26944.0,6.6,24.7,15.0,49.7,97.7,0.7,0.2,0.3,0.1,0.9,1.3,96.8,91.3,1.6,3.0,86.0,14.4,2555.0,23.4,15112.0,77.8,10.0,100700.0,10761.0,2.48,20970.0,42846.0,14.6,518.0,4590.0,-4.2,1508.0,1965.0,NA,NA,NA,NA,NA,21.1,511634.0,33022.0,175759.0,6677.0,17998.0,104.0,189159.0,1274.68,21.3
New York,Livingston County,36051.0,65393.0,64328.0,4.9,20.2,13.7,49.8,93.8,2.4,0.3,1.2,NA,1.4,2.8,92.2,84.6,2.3,4.8,88.7,23.4,4970.0,24.5,27123.0,75.7,17.2,112300.0,24135.0,2.45,22923.0,51690.0,11.9,1264.0,12684.0,1.1,3506.0,4308.0,NA,NA,NA,NA,NA,27.4,463926.0,219826.0,586479.0,9291.0,70849.0,95.0,394546.0,631.76,103.5
New York,Madison County,36053.0,73442.0,69441.0,5.3,21.8,13.9,50.9,95.0,1.8,0.7,0.8,NA,1.3,1.8,93.8,86.7,2.1,4.4,88.5,23.7,6414.0,23.4,31757.0,76.1,16.6,111700.0,26851.0,2.52,24311.0,53345.0,9.8,1426.0,17519.0,-12.6,4049.0,5810.0,NA,NA,NA,NA,NA,23.6,941392.0,109468.0,665908.0,9506.0,77560.0,92.0,423096.0,654.84,112.2
New York,Monroe County,36055.0,744344.0,735343.0,5.8,22.7,13.9,51.8,76.1,15.2,0.3,3.3,0.0,2.6,7.3,72.8,85.6,8.4,12.3,88.4,34.8,48701.0,19.1,320593.0,66.7,30.8,130400.0,291195.0,2.45,26999.0,51303.0,13.7,16990.0,336930.0,-7.1,40679.0,54820.0,6.3,NA,3.5,NA,2.7,31.2,16615398.0,6778275.0,8496065.0,11628.0,1061299.0,872.0,6810111.0,657.21,1132.6
New York,Montgomery County,36057.0,50219.0,49708.0,6.1,23.5,16.6,51.3,90.6,1.9,0.3,0.7,NA,2.0,11.3,85.1,86.8,4.0,12.4,82.7,15.9,4244.0,24.1,23063.0,69.1,33.5,95e3,20320.0,2.43,22347.0,42603.0,14.9,1109.0,15256.0,-6.5,2603.0,3642.0,3.0,NA,NA,NA,NA,30.8,719513.0,NA,621786.0,12792.0,41969.0,140.0,418132.0,403.04,124.6
New York,Nassau County,36059.0,1339532.0,1334544.0,5.5,23.3,15.3,51.6,73.0,11.1,0.2,7.6,0.0,2.4,14.6,65.5,92.8,20.7,27.3,89.7,40.9,70768.0,33.3,468346.0,82.1,20.9,487900.0,442833.0,2.95,41387.0,93613.0,5.0,47087.0,512737.0,-8.8,118552.0,167931.0,6.4,0.4,8.0,NA,7.1,25.9,NA,NA,24312618.0,17969.0,2439350.0,523.0,11375008.0,284.72,4704.8
New York,New York County,36061.0,1585873.0,1537195.0,4.8,14.8,13.5,53.1,57.4,15.6,0.5,11.3,0.1,4.0,25.4,48.0,83.7,28.6,40.0,84.6,57.0,49002.0,30.1,847090.0,22.8,98.5,825200.0,732204.0,2.09,59149.0,64971.0,17.8,103528.0,1996595.0,-4.1,202901.0,307128.0,8.7,0.6,11.9,NA,10.5,30.6,8315093.0,108757422.0,38797518.0,23872.0,17182554.0,704.0,NA,22.83,69467.5
New York,Niagara County,36063.0,216469.0,219846.0,5.3,21.5,15.9,51.5,88.5,6.9,1.1,0.8,NA,2.2,2.2,87.3,89.0,3.9,6.0,88.4,19.6,19705.0,20.8,99120.0,70.9,27.6,97600.0,88152.0,2.4,24224.0,45964.0,12.8,4467.0,57730.0,-11.4,9157.0,12552.0,NA,1.3,1.5,NA,NA,27.8,3433070.0,1059307.0,2075125.0,9689.0,662356.0,237.0,1728686.0,522.36,414.4
New York,Oneida County,36065.0,234878.0,235469.0,5.7,21.9,16.3,50.2,87.1,6.3,0.3,2.8,NA,2.1,4.6,84.8,84.6,6.6,10.8,86.0,21.5,21171.0,19.4,104180.0,67.9,31.2,101900.0,92058.0,2.39,23458.0,46708.0,14.9,4905.0,89433.0,1.9,11349.0,15302.0,2.3,NA,2.5,NA,NA,26.2,3251782.0,939366.0,2751013.0,11912.0,260498.0,218.0,2240238.0,1212.43,193.7
New York,Onondaga County,36067.0,467026.0,458336.0,5.9,23.0,14.0,51.9,81.1,11.0,0.8,3.1,NA,2.8,4.0,79.2,84.1,6.8,9.5,89.3,32.0,34489.0,19.1,202357.0,66.0,33.1,124400.0,183542.0,2.45,27037.0,50676.0,13.6,11779.0,212993.0,-6.9,25064.0,36708.0,4.1,0.6,3.3,NA,2.0,28.6,7251514.0,17121533.0,6363051.0,14048.0,784291.0,845.0,4681460.0,778.39,600.0
New York,Ontario County,36069.0,107931.0,100224.0,5.4,22.5,15.4,51.1,93.7,2.3,0.3,1.0,NA,1.7,3.4,91.8,86.7,3.3,5.6,91.5,31.0,9262.0,21.8,48193.0,75.5,20.3,129600.0,42952.0,2.4,28950.0,56468.0,8.7,2801.0,42307.0,7.0,6497.0,9275.0,NA,NA,2.2,NA,1.3,28.9,2097308.0,536735.0,1894245.0,18243.0,206314.0,320.0,862839.0,644.07,167.6
New York,Orange County,36071.0,372813.0,341367.0,7.1,27.2,11.0,50.0,77.2,10.2,0.5,2.4,0.0,3.1,18.0,68.2,88.7,11.2,22.5,86.7,27.7,25414.0,33.5,137025.0,71.3,28.4,312100.0,124379.0,2.85,28944.0,69523.0,11.1,9237.0,100407.0,6.9,22137.0,31562.0,7.5,NA,3.6,NA,7.2,29.7,2353505.0,6859160.0,5729216.0,15228.0,454721.0,1007.0,3083722.0,811.69,459.3
New York,Orleans County,36073.0,42883.0,44171.0,5.3,22.2,14.4,50.5,89.8,5.9,0.6,0.4,NA,1.9,4.1,87.8,84.7,3.0,6.0,84.2,15.1,3787.0,24.4,18431.0,76.7,16.0,86400.0,15736.0,2.54,20812.0,48063.0,12.1,682.0,7997.0,8.5,1734.0,2965.0,NA,NA,NA,NA,NA,25.5,465198.0,88554.0,262619.0,6198.0,21341.0,27.0,273091.0,391.26,109.6
New York,Oswego County,36075.0,122109.0,122377.0,5.8,23.1,12.6,50.2,96.3,0.8,0.4,0.6,NA,1.3,2.1,95.1,85.6,2.1,4.6,86.3,15.7,10437.0,24.1,53598.0,73.6,17.1,88e3,45749.0,2.55,21604.0,45333.0,15.3,2107.0,23616.0,-4.2,5368.0,7192.0,NA,NA,NA,NA,NA,32.7,2441281.0,210796.0,994135.0,8186.0,128074.0,202.0,779242.0,951.65,128.3
New York,Otsego County,36077.0,62259.0,61676.0,4.4,18.7,16.5,51.6,94.7,1.7,0.2,1.1,0.0,1.7,3.1,92.7,83.1,3.6,6.4,88.3,25.5,5253.0,21.4,30777.0,72.5,17.3,129e3,24926.0,2.31,22902.0,45268.0,14.9,1434.0,17962.0,2.0,4244.0,5715.0,NA,NA,NA,NA,NA,27.2,177758.0,NA,932374.0,14991.0,121733.0,62.0,457630.0,1001.7,62.2
New York,Putnam County,36079.0,99710.0,95745.0,5.1,23.7,12.5,50.1,90.7,2.4,0.2,1.9,NA,2.0,11.7,82.9,92.2,11.0,15.9,93.7,38.0,5645.0,37.0,38224.0,84.6,15.0,418100.0,34907.0,2.71,37915.0,89218.0,7.0,2926.0,21142.0,10.7,8538.0,11542.0,5.1,NA,1.9,NA,6.2,27.6,NA,504685.0,922315.0,9315.0,94449.0,81.0,468255.0,230.31,432.9
New York,Queens County,36081.0,2230722.0,2229379.0,5.9,20.7,12.8,51.6,39.7,19.1,0.7,22.9,0.1,4.5,27.5,27.6,89.2,48.1,56.2,80.0,29.5,65094.0,42.0,835127.0,45.5,71.4,479300.0,774311.0,2.81,25553.0,55291.0,13.0,42420.0,485341.0,2.0,204825.0,236900.0,14.4,1.0,29.0,NA,16.3,29.6,5654377.0,15308450.0,14587146.0,6404.0,2223352.0,2358.0,NA,108.53,20553.6
New York,Rensselaer County,36083.0,159429.0,152538.0,5.5,21.3,13.6,50.6,87.5,6.5,0.2,2.2,NA,2.4,3.8,85.7,85.7,5.1,7.1,89.2,26.7,13191.0,22.4,71475.0,65.1,37.0,171200.0,63518.0,2.43,27457.0,54152.0,11.7,2966.0,41085.0,-2.1,8251.0,10659.0,2.7,NA,2.8,NA,1.6,30.5,NA,1387692.0,1384387.0,8915.0,171796.0,332.0,2770482.0,652.43,244.4
New York,Richmond County,36085.0,468730.0,443728.0,6.0,23.3,12.7,51.5,72.9,10.6,0.4,7.5,0.0,2.6,17.3,64.0,93.0,20.8,29.6,87.5,28.5,22257.0,42.0,176656.0,70.3,40.4,461700.0,164279.0,2.76,30843.0,71084.0,10.3,8321.0,91660.0,8.3,30611.0,37844.0,7.3,0.4,NA,NA,NA,29.0,NA,1320074.0,3850133.0,7974.0,401558.0,508.0,NA,58.37,8030.3
New York,Rockland County,36087.0,311687.0,286753.0,7.6,28.1,13.4,51.0,73.2,11.9,0.3,6.2,0.0,2.5,15.7,65.3,92.5,22.1,35.6,87.9,40.7,13246.0,29.8,104057.0,71.0,31.6,476900.0,97557.0,3.02,34304.0,82534.0,11.3,9148.0,99816.0,-0.7,23693.0,32878.0,7.3,NA,6.5,NA,6.8,26.4,13670426.0,3228168.0,3866839.0,13019.0,435305.0,294.0,1998705.0,173.55,1795.9
New York,St. Lawrence County,36089.0,111944.0,111931.0,5.9,21.3,13.9,49.2,93.9,2.2,1.0,1.0,NA,1.4,1.9,92.9,82.4,3.9,5.9,85.8,18.7,8647.0,20.2,52133.0,71.7,17.1,79600.0,42019.0,2.34,20143.0,42303.0,16.9,2080.0,27527.0,-2.5,4823.0,6957.0,NA,NA,NA,NA,NA,NA,2141635.0,116095.0,1238804.0,11304.0,116630.0,176.0,901738.0,2680.38,41.8
New York,Saratoga County,36091.0,219607.0,200635.0,5.5,22.7,13.7,50.8,94.3,1.5,0.2,1.8,NA,1.7,2.4,92.7,88.9,4.1,5.6,91.8,34.6,18815.0,24.9,98656.0,73.8,23.7,221100.0,86658.0,2.46,32186.0,65100.0,6.4,4919.0,61563.0,14.4,14245.0,18851.0,1.0,0.2,NA,NA,NA,28.5,1783567.0,2239396.0,4506435.0,20838.0,333539.0,612.0,1114540.0,809.98,271.1
New York,Schenectady County,36093.0,154727.0,146555.0,6.0,22.9,14.9,51.6,79.6,9.5,0.4,3.2,0.1,3.7,5.7,77.2,88.7,8.7,9.7,90.0,28.7,12202.0,21.9,68196.0,69.2,37.6,160200.0,58583.0,2.53,27500.0,55188.0,11.1,3090.0,50635.0,2.1,8136.0,11967.0,5.0,NA,NA,NA,3.2,32.1,1702485.0,601638.0,1664349.0,11074.0,151820.0,130.0,1762741.0,204.52,756.6
New York,Schoharie County,36095.0,32749.0,31582.0,4.6,19.9,15.9,50.0,95.9,1.3,0.2,0.7,NA,1.4,2.8,93.9,86.2,2.5,3.4,86.5,21.0,2978.0,26.7,17231.0,77.4,13.6,139e3,12989.0,2.38,25105.0,50864.0,11.4,567.0,5711.0,0.4,1682.0,2307.0,NA,NA,NA,NA,NA,NA,0.0,36031.0,268923.0,8422.0,21552.0,34.0,228502.0,621.82,52.7
New York,Schuyler County,36097.0,18343.0,19224.0,4.8,21.2,17.0,50.3,97.1,0.9,0.3,0.3,NA,1.3,1.3,96.2,88.1,2.2,3.7,87.4,17.4,1751.0,25.1,9455.0,79.1,8.5,86700.0,7482.0,2.41,22123.0,47404.0,8.3,354.0,3637.0,17.4,1175.0,1491.0,NA,NA,NA,NA,NA,30.4,NA,NA,179850.0,9504.0,25487.0,40.0,130785.0,328.33,55.9
New York,Seneca County,36099.0,35251.0,33342.0,5.6,21.3,15.5,47.6,92.5,4.6,0.3,0.7,NA,1.3,2.7,90.8,84.6,2.1,6.4,83.7,18.1,3144.0,21.7,16043.0,77.4,14.2,88900.0,13118.0,2.44,21818.0,46707.0,13.9,702.0,8e3,3.7,1671.0,2312.0,1.4,NA,1.4,NA,NA,29.1,428053.0,NA,426239.0,12435.0,32950.0,68.0,223204.0,323.71,108.9
New York,Steuben County,36101.0,98990.0,98726.0,5.9,23.4,15.9,50.4,95.3,1.6,0.2,1.2,NA,1.4,1.4,94.4,87.0,2.4,4.2,87.5,19.9,10344.0,21.5,48875.0,72.9,17.6,83e3,40558.0,2.4,23279.0,43867.0,13.5,1838.0,27992.0,-14.6,5222.0,6728.0,NA,NA,0.8,NA,1.4,33.1,1821198.0,NA,1076914.0,11168.0,103422.0,104.0,893551.0,1390.56,71.2
New York,Suffolk County,36103.0,1493350.0,1419369.0,5.8,24.0,13.5,50.8,80.8,7.4,0.4,3.4,0.0,2.4,16.5,71.6,92.2,14.0,19.8,89.4,31.9,93310.0,30.2,569985.0,81.4,14.3,424200.0,495289.0,2.93,35755.0,84506.0,5.7,47573.0,550192.0,5.2,114492.0,159640.0,4.5,0.4,4.3,NA,7.1,27.0,19089722.0,38208940.0,23319943.0,15426.0,2376382.0,971.0,11772018.0,912.05,1637.4
New York,Sullivan County,36105.0,77547.0,73966.0,6.0,22.7,14.8,48.9,82.0,9.1,0.5,1.4,0.0,2.9,13.6,74.5,86.9,9.1,14.3,83.9,20.3,5945.0,27.1,49186.0,67.5,17.4,186900.0,29722.0,2.44,23422.0,48103.0,16.6,1995.0,17709.0,-5.1,5533.0,8500.0,4.1,NA,3.3,NA,5.4,NA,243754.0,299093.0,815240.0,10670.0,120652.0,244.0,700008.0,968.13,80.1
New York,Tioga County,36107.0,51125.0,51784.0,5.8,23.4,15.7,50.4,96.9,0.7,0.2,0.7,NA,1.1,1.4,96.0,89.5,1.7,3.1,89.1,22.7,4974.0,24.0,22203.0,80.0,13.5,98200.0,20402.0,2.5,24596.0,51948.0,9.6,796.0,12973.0,55.5,2728.0,3629.0,NA,NA,NA,NA,NA,30.5,535756.0,NA,302210.0,5996.0,32746.0,48.0,1583160.0,518.6,98.6
New York,Tompkins County,36109.0,101564.0,96501.0,4.3,16.4,10.8,50.7,82.6,4.0,0.4,8.6,NA,3.2,4.2,80.2,72.1,12.5,16.0,92.4,49.7,5160.0,18.4,41674.0,55.0,38.3,162100.0,38446.0,2.27,25737.0,48655.0,18.8,2297.0,45542.0,9.0,6702.0,9665.0,0.9,NA,5.3,NA,NA,32.1,742802.0,189640.0,1018298.0,10141.0,177718.0,153.0,948613.0,474.65,214.0
New York,Ulster County,36111.0,182493.0,177749.0,4.9,20.2,14.8,50.2,86.7,6.0,0.3,1.7,NA,2.8,8.7,81.7,86.2,7.1,11.6,87.5,29.5,13398.0,26.7,83638.0,69.6,21.7,242100.0,70691.0,2.42,28954.0,57584.0,11.3,4682.0,45021.0,-1.5,15039.0,20802.0,NA,NA,2.3,NA,3.7,32.0,NA,946508.0,2241099.0,12346.0,321410.0,334.0,1237005.0,1124.24,162.3
New York,Warren County,36113.0,65707.0,63303.0,4.9,20.6,17.1,51.2,96.5,0.9,0.2,0.7,NA,1.4,1.8,95.2,87.1,2.9,4.8,89.6,27.3,6172.0,21.1,38726.0,68.5,22.1,183e3,28533.0,2.25,27744.0,51619.0,10.0,2371.0,31537.0,-10.2,4689.0,7410.0,NA,NA,NA,NA,NA,26.7,1130451.0,341996.0,1382215.0,21005.0,299993.0,151.0,497215.0,866.95,75.8
New York,Washington County,36115.0,63216.0,61042.0,5.3,21.1,15.4,48.2,94.6,3.0,0.2,0.4,NA,1.1,2.3,93.3,85.1,1.8,4.3,85.9,16.8,6327.0,26.6,28844.0,74.0,17.3,137e3,24603.0,2.41,22347.0,48327.0,11.5,1082.0,9498.0,-6.1,3677.0,5205.0,NA,NA,NA,NA,NA,32.2,832205.0,85073.0,485551.0,7759.0,25041.0,128.0,411062.0,831.18,76.1
New York,Wayne County,36117.0,93772.0,93765.0,5.9,23.8,14.3,50.4,92.9,3.1,0.3,0.5,NA,1.9,3.7,91.0,86.9,2.7,5.7,86.7,21.5,7594.0,24.4,41057.0,76.3,17.9,107400.0,36619.0,2.5,24092.0,52562.0,11.1,1728.0,19395.0,-8.0,4877.0,6834.0,1.0,NA,NA,NA,2.7,28.6,1888986.0,189350.0,816657.0,8922.0,52348.0,135.0,677681.0,603.83,155.3
New York,Westchester County,36119.0,949113.0,923459.0,6.0,24.0,14.7,51.9,68.1,14.6,0.4,5.4,0.0,3.2,21.8,57.4,89.4,24.3,31.1,87.4,44.5,45845.0,31.7,370821.0,62.7,49.4,556900.0,345795.0,2.64,47814.0,79619.0,8.2,31590.0,372772.0,-5.1,84576.0,120727.0,8.9,NA,5.5,NA,10.0,29.6,4122897.0,20059559.0,14205055.0,15007.0,1799292.0,357.0,6984046.0,430.5,2204.7
New York,Wyoming County,36121.0,42155.0,43424.0,5.0,20.6,13.6,45.6,91.6,5.6,0.3,0.4,NA,0.9,3.0,90.2,86.8,2.4,5.7,85.5,14.8,3511.0,24.2,17970.0,76.3,15.4,97300.0,15453.0,2.45,20605.0,50075.0,10.9,785.0,8670.0,-2.4,2050.0,2986.0,NA,NA,NA,NA,NA,29.9,456964.0,297204.0,337990.0,8078.0,31074.0,28.0,293473.0,592.75,71.1
New York,Yates County,36123.0,25348.0,24621.0,6.2,24.5,16.6,51.6,97.2,0.8,0.1,0.4,NA,1.1,1.7,96.1,88.3,1.8,11.3,83.9,22.1,2057.0,22.0,13491.0,78.2,11.3,114200.0,9544.0,2.48,23255.0,46822.0,14.7,534.0,5090.0,-5.9,1775.0,1797.0,NA,NA,NA,NA,NA,NA,NA,42683.0,178857.0,7290.0,24364.0,44.0,173518.0,338.14,75.0
North Carolina,Alamance County,37001.0,151131.0,130800.0,6.3,23.5,14.6,52.4,71.1,18.8,0.7,1.2,NA,2.1,11.0,67.3,82.9,7.5,11.4,81.4,21.4,11414.0,22.0,66576.0,68.1,17.1,137100.0,59e3,2.43,22819.0,44167.0,16.3,3212.0,49711.0,-17.1,8273.0,11125.0,8.7,NA,2.3,NA,NA,27.1,3163071.0,655841.0,1968813.0,13595.0,219415.0,847.0,925521.0,423.94,356.5
North Carolina,Alexander County,37003.0,37198.0,33603.0,5.9,22.7,15.1,49.4,89.6,5.5,0.3,1.0,NA,1.4,4.3,87.8,90.9,3.2,4.6,75.7,11.8,2613.0,24.5,16189.0,79.9,2.2,119400.0,13419.0,2.73,20716.0,40014.0,15.0,603.0,7259.0,-17.0,2213.0,3007.0,NA,NA,NA,NA,NA,21.4,604762.0,49756.0,216769.0,5957.0,22587.0,47.0,189580.0,259.99,143.1
North Carolina,Alleghany County,37005.0,11155.0,10677.0,5.2,20.0,20.7,50.4,92.2,1.3,0.2,0.5,NA,1.1,9.0,88.4,92.9,8.9,10.2,71.4,16.1,921.0,24.6,8094.0,74.0,6.2,133100.0,4971.0,2.06,18919.0,30845.0,26.2,280.0,2268.0,-31.6,861.0,1214.0,NA,NA,NA,NA,NA,31.1,109160.0,1549.0,73665.0,6719.0,11251.0,39.0,102249.0,235.06,47.5
North Carolina,Anson County,37007.0,26948.0,25275.0,5.8,22.1,14.3,48.0,47.2,48.6,0.6,1.1,NA,1.3,3.0,45.8,85.1,1.6,2.8,77.6,8.4,1824.0,23.9,11576.0,71.0,4.9,78400.0,9535.0,2.54,16856.0,34745.0,20.5,419.0,4781.0,-23.1,1135.0,1409.0,28.0,NA,NA,NA,NA,30.2,NA,153485.0,180010.0,7145.0,NA,31.0,237103.0,531.45,50.7
