"user","ecletic","clusters_total","clusters","media_pop","mediana_pop","dp_pop","news","news_total","old","old_total","count_sim","tempo_sim","count_pop","tempo_pop"
"greyhunter25",2300.60339687,83,37,5.75333339823,5.88423900582,0.574867115385,11,11,161,168,-0.0181818181818182,-0.0545454545454545,0.272727272727273,0.236363636363636
"greylenses",1831.01837106,67,33,4.69314832965,4.73286912624,0.799808369293,84,97,52,97,0.122988551447399,0.0255158817564556,0.52111496628029,0.274217010060107
"GreySha",1281.52880688,37,16,5.15744585549,5.21431167518,0.9453429694,103,104,98,123,0.151864924853896,0.0981963151196226,0.0242043230481657,0.102892540010968
"gribnoy",1050.09129391,53,18,4.53430607966,4.5877334086,0.726689282177,173,186,171,285,0.057946650380568,0.0188650215595438,0.0422554409856012,-0.047185258087792
"Grichkou2",3493.03051863,195,69,5.22579809464,5.40053552574,0.878253942616,13,13,81,84,0.0903244604661891,0.102564102564103,-0.116131449170815,0.0769230769230769
"grievous666",2477.77933046,114,50,5.81141682096,5.94170514984,0.558703808771,32,32,61,74,0.141414141414141,0.177777777777778,0.179616640387446,0.244197904346977
"griff526",1279.59448418,49,22,6.04129839126,6.119273111,0.380889110482,32,32,57,60,-0.0445345042013265,0.0547112742816125,0.163471324397563,0.234343912548009
"Griggle",100,4,2,4.83991704457,4.74257589056,0.61286829835,12,12,60,68,0,-0.100605454573192,-0.181818181818182,-0.259549547034795
"GrilledCheez6",2183.16283597,78,38,5.90222794558,6.05108395259,0.555738788852,10,10,60,63,-0.2,0.0222222222222222,-0.377777777777778,-0.244444444444444
"grim123",4415.9361911,182,83,5.36317545904,5.56551016511,0.861675074356,10,10,60,65,0.466666666666667,0.733333333333333,0.288888888888889,0.377777777777778
"Grimcheesecake",3780.29210963,143,72,5.22329106454,5.2183395515,0.662006067954,12,13,156,163,0.0615457454896664,0.0317820863081864,0.492365963917331,0.317820863081864
"Grimkvit",869.894507839,31,14,4.65957481026,4.6064136135,0.837810964427,14,14,59,62,-0.142857142857143,0.0441995696087864,-0.010989010989011,-0.198898063239539
"GrimmPL",4469.50436045,195,84,5.35115113896,5.43055262743,0.763934325463,23,23,62,70,0.0119048556382472,-0.302480836933595,0.0277779964892436,-0.342811615191408
"Grimorth",582.115989047,29,9,5.6290780615,5.66848189821,0.695026815418,33,33,26,37,0.218423650251621,0.289687064035379,-0.0379507324599999,0
"GRiMSQUiD",505.344767557,25,8,5.57519581874,5.56819723884,0.575580310021,14,14,43,48,0.186813186813187,0.220997848043932,-0.274725274725275,-0.265197417652718
"grindhouseblues",450.761314342,25,9,5.97615225354,6.15731533075,0.553404750207,21,21,77,79,-0.304761904761905,-0.265079480991534,-0.142857142857143,-0.0819336577610196
"grindthenoise",4141.9536886,145,68,5.00666370713,5.10341541051,0.788327454554,64,64,115,122,0.120805462430749,0.134799836055097,0.000496895161386716,-0.000998021884927716
"Gripping",1086.11011069,43,21,5.82933733586,6.0059314687,0.655508282957,19,21,149,172,-0.087719298245614,0.117302557179631,0.12280701754386,0.304986648667041
"GrMalkfredt",1100.27431979,55,18,5.53039950838,5.65196768412,0.773748959198,66,66,75,77,0.0700117162742002,0.0440804759296301,-0.00746791640258135,-0.102229188858078
"Grmreaper724",854.572770775,48,16,5.61866606847,5.64907750331,0.548751623164,73,74,50,65,0.15655681598077,0.15806947735536,-0.0399771624303393,-0.0249868816344949
"Grommash",3881.73254686,158,75,5.68676133307,5.79932167967,0.633870688496,53,53,251,274,0.23674661290098,0.240815622492615,0.00871459924788883,0.0938526142040706
"Grond531",2012.30780891,77,35,5.03117904679,5.06536292466,0.698315314158,20,20,95,99,0.347368421052632,0.465614983038574,0.136842105263158,0.137568063170488
"GrooveSister",818.392686318,45,17,5.87200382388,6.01833127179,0.559128037057,72,72,36,39,-0.097140685947262,-0.158821955012657,0.0352526682873128,-0.00748788373508806
"groovisimo",2663.87891156,123,49,5.43205625263,5.69827718661,0.945706052745,188,190,191,214,-0.133113375464081,-0.0987204109555814,0.0767171426345303,0.137493126421479
"gropg",1921.70129541,83,38,5.55734757063,5.61493727047,0.545403219206,39,39,122,131,0.168918918918919,0.123306685860534,0.567184464204599,0.587681092497373
"groskarl",3291.18756689,158,71,5.24874935945,5.36320506583,0.761011743393,65,66,291,306,-0.045279467479534,0.00579716909616234,0.11464375808648,0.191306580173357
"grossstadtente",1248.05841778,65,25,5.52798519727,5.68521408542,0.753814309735,14,14,73,78,-0.296703296703297,-0.216034664076719,0.142857142857143,-0.170553682165831
"groszek19931",1422.52187457,56,23,5.69800332749,5.7471249291,0.604216964877,19,19,80,87,0.00584795321637427,-0.0647070018609277,-0.0292397660818713,0.0882368207194468
"Grottmongofan",2218.94554794,85,45,5.71594535288,5.77595559145,0.524556567123,37,37,101,107,-0.120481927710843,-0.0169939355111269,-0.093233188120573,0.140374944678164
"Grovpe",670.237764652,28,10,5.29817388162,5.56369580635,0.949813073333,32,32,61,78,0.222222222222222,0.314084530901367,0.26437954933433,0.255062819123935
"grt05",1294.05024809,61,22,5.86889738954,5.97511734821,0.590474989588,21,21,67,75,0.147971781808011,0.195704614649305,0.0666666666666667,0.104761904761905
"grubbs",2275.07326805,79,33,5.06431495602,5.07596791605,0.735405497425,49,51,62,80,0.00936569516473056,0.0802151079859599,0.00425713416578662,0.0232882571572142
"grundies",2817.72776601,91,46,5.48664065275,5.57420610844,0.695616438654,31,31,120,133,0.208602150537634,0.112190447265639,-0.0193548387096774,-0.0388351548227213
"grunge-is-cool",715.362519925,30,15,5.97111605195,6.06327967879,0.420789821686,33,33,73,74,0.19428888637506,0.14885604609717,0.125,0.144212783348
"Gruz4ik",1037.48684138,41,17,5.03049238675,4.89481432908,0.844421710237,15,17,67,92,-0.325362575999155,-0.298076923076923,0.219047619047619,0.0574169251763215
"grzankaaa",893.161725858,33,13,5.72599374863,5.93391833133,0.623773966379,30,30,45,48,0.0482758620689655,0.0715942972086797,-0.103448275862069,-0.150117074792393
"grzechoo-A",1198.38420293,74,27,5.15866182028,5.30181102302,0.869435355583,28,29,157,175,-0.0132450447305386,-0.00266317487035447,-0.066225223652693,0.039947623055317
"grzechu_87",1434.73983906,54,24,5.34207473617,5.48039935633,0.727774623218,14,14,113,119,-0.156446554693686,-0.111747539066919,0.274725274725275,0.318681318681319
"GrzesiekJ",3640.07535763,138,74,5.65094257345,5.73716251753,0.573561994763,10,10,86,86,0.0222222222222222,0.368034964982589,-0.0666666666666667,0.138013111868471
"Grzesiu17",284.573531142,30,8,4.87151121152,4.85911426927,0.82078859578,25,25,26,40,-0.146666666666667,-0.030050125348238,-0.06,-0.203673071804724
"gsheren",2951.90175707,131,63,5.57420889049,5.65528258624,0.602366821142,44,44,132,136,-0.0550264858355036,0,0.0275132429177518,0.10828123098723
"gsimkin",4360.64933766,188,84,5.49898079811,5.59476511893,0.656132434592,41,41,239,251,0.0757021321321308,0.117648472332505,0.0463980809842092,0.200982806901363
"gsj1977",4116.81288086,167,77,5.43777161243,5.57185667634,0.74562076651,20,21,233,251,-0.0736842105263158,0.0319166997285429,-0.242105263157895,-0.234055798009315
"gsminuscircus",1169.32327805,52,23,5.76313501053,5.94543942729,0.65444968807,35,35,138,144,-0.0184873949579832,0.0977256701646509,-0.0890756302521009,-0.161752833375974
"GSTEW88",1184.99637702,75,22,5.75677393016,5.85423496962,0.534216362584,37,37,82,91,-0.0661654135338346,-0.19413098046388,-0.0525920509065334,-0.0120300887897514
"gtolive",1112.60626041,61,18,5.65343875841,5.72621587946,0.648373744096,16,16,73,80,0.133333333333333,-0.00836827408755723,-0.05,-0.0585779186129006
"gtr427",3798.48567704,182,82,5.46552761519,5.60612893369,0.718660029397,94,96,304,342,0.117983963344788,0.0597360303805538,-0.0263278450374244,0.026633161415868
"GTxLaG",1304.02069786,46,19,5.37203871954,5.37099763025,0.644239584362,22,22,59,63,-0.0867681000188266,0.0391308046407332,0.225597060048949,0.256524163755918
"gu1zinhuh",972.937108155,27,13,5.77125889766,5.88880719031,0.592771679695,13,13,35,43,0.333333333333333,0.282051282051282,0.179487179487179,0.0256410256410256
"guacster",1566.04785689,81,26,5.64636770784,5.72307457361,0.615035596083,14,14,119,125,0.0769230769230769,-0.0549450549450549,-0.142857142857143,0.032967032967033
"Guadostar999",1224.13912695,36,19,5.76561722274,5.93581693321,0.586473985685,51,51,90,105,0.102745098039216,0.0897290161983461,-0.076078431372549,-0.0110193528664636
"Guapo15",656.773761856,40,11,5.67288778936,5.69202335788,0.632948757764,22,22,53,55,0.287587842088801,0.320203158213754,0.252728709714401,0.206158197754061
"GucciMon17",1668.17240859,47,26,5.60782416569,5.68604250648,0.608476556622,11,11,61,70,-0.0909090909090909,-0.127272727272727,0.236363636363636,0.2
"GuCio_",1085.3063057,35,18,5.63900589093,5.85294698211,0.769840423153,11,11,80,80,0.261785157202368,0.283069258536149,0.0545454545454545,-0.110096376512636
"gudmoder",3011.0536896,122,60,5.4051468533,5.54067101882,0.748929826963,10,10,107,114,0.111111111111111,-0.404519917477945,0.333333333333333,0.269679944985297
"GudRon",953.593924516,37,15,5.53934109729,5.50770514138,0.514061919783,10,10,66,70,0.244444444444444,0.422222222222222,0.0222222222222222,-0.0666666666666667
"guerph",2577.26512116,160,59,5.37402581466,5.51102996959,0.730587696854,31,32,68,87,0.111948396396248,0.0731970284129315,-0.0258342453222111,-0.0731970284129315
"Guest_Of_Night",1424.65335719,46,20,5.32686976946,5.32529739522,0.649717212718,24,24,44,46,-0.144927536231884,-0.0619317079066297,0.159420289855072,0.0983621243222942
"guff1991",1430.77866872,75,28,5.60540103001,5.69202335788,0.590264169938,26,26,57,64,0.212307692307692,0.0741893601282224,-0.101538461538462,-0.228750527062019
"gugendu",2797.84975683,107,46,5.36825524787,5.54490356721,0.81452971423,78,79,74,92,0.0323441434744407,0.151087871226009,0.0656886212831424,0.245769603860975
"Guggy-chan",1484.80085259,57,27,5.52912784645,5.758050773,0.801955598697,24,24,71,86,-0.0217391304347826,0.244083789984952,-0.0217391304347826,0.0327873747740981
"GUi0Pastor",1151.29083852,49,21,5.71258762087,6.05894782917,0.752819592315,13,13,101,109,-0.42581531362632,-0.205128205128205,-0.0129034943523127,-0.282051282051282
"guibax",1491.83721527,47,21,5.7745843385,5.88083587787,0.558681133244,12,12,68,73,0.303030303030303,0.424242424242424,0.181818181818182,0.242424242424242
"guidoedge",911.929871921,35,13,5.20859736903,5.20723214453,0.808326313402,16,16,100,106,0.309626141239618,0.194094554784834,0.283333333333333,0.302531690453766
"GuidoFerrari",4051.92343994,162,77,5.5793385001,5.72708394987,0.67906656746,22,22,89,91,-0.142857142857143,0.224704492140395,0.00432900432900433,0.0660895565118809
"guiga_",707.548434243,31,16,5.77795434694,5.86321040494,0.556665776817,49,49,155,173,0.201788013176628,0.159148985639156,0.00340425655201708,0
"Guigss",4264.02484025,179,89,5.46516244876,5.54006927965,0.647411159921,38,38,93,106,0.0327635660055343,-0.00142858454828569,0.183760870204953,0.138572701183712
"guihack",1773.21249319,101,33,5.64249226237,5.832981142,0.767920438952,18,18,131,146,0.398692810457516,0.288526140967032,0.0065359477124183,0.157377895072927
"guilhermebm",658.450831866,24,12,4.69104020591,4.67577177292,0.701590696655,25,26,96,103,0.154890056831339,0.186127609516803,0.24,0.130654915983698
"guilhermecu",557.492241894,34,9,5.85466354424,6.08940584303,0.719507122636,17,17,59,74,-0.235294117647059,-0.161764705882353,-0.0882352941176471,-0.0147058823529412
"guilhermediniz1",2374.6090544,89,43,5.5342540167,5.58699477219,0.733518059946,30,30,95,103,0.384793648182588,0.0278108801222534,0.00691246074579499,0.0648920536185912
"guilhermepdvn",1119.37931593,58,26,5.89974845618,6.01864393014,0.545660099749,32,33,115,137,0.159434995400092,0.186614111680192,-0.092741935483871,-0.0466064744255545
"GuilhermeRFTT",1323.94486878,54,23,5.88816975517,6.08038438324,0.594832355564,22,22,47,49,0.272727272727273,0.195654023203666,-0.0562770562770563,0.0739137420991627
"GuilhermeVogue",390.811004743,31,8,5.79147897077,6.02956760364,0.652048184862,17,17,73,80,0.340750089293927,0.0371770332340876,0.29630442547298,0.171014352876803
"guilhermezr",2602.24292413,129,46,5.13641325772,5.33163917875,0.999033465985,13,14,129,158,0.153846153846154,-0.0256410256410256,0.0512820512820513,0.0256410256410256
"guillaumeschuss",831.09783939,40,14,5.95391989267,5.99266881368,0.465234176997,30,30,110,112,0.126436781609195,0.00460299499245626,0.0528735632183908,-0.0874569048566689
"Guillotine1574",1140.75007532,42,21,5.37220208929,5.366707028,0.666938509818,23,24,133,156,0.130434782608696,0.206538678634446,-0.0355731225296443,-0.190339566584686
"Guimelokk",643.901808397,22,9,5.8820479666,5.9495221815,0.487058013781,17,17,72,73,0.0588235294117647,0.00738012404616746,0.235294117647059,0.184503101154187
"guipaulovic",2413.08722246,104,45,5.60451772017,5.87151631013,0.808191231993,35,36,106,113,0.00672834552515904,-0.00683266718075657,0.114381873927704,0.109322674892105
"Guitarist89",1314.65381277,47,25,4.68862871848,4.7103120344,0.86890011144,14,17,76,84,0.132598708826359,0.0769230769230769,0.530394835305437,0.516483516483517
"guitaristdude44",1900.42188017,66,31,5.36944071154,5.68516588158,0.974075989174,34,34,75,94,0.159213899177286,0.159784560143627,0.0730837789661319,0.0769235692654301
"guivapp",788.161723033,33,13,5.99348427656,6.16729620634,0.572846326466,16,16,73,78,0.24267994853916,0.142260659488473,0.116666666666667,0.266666666666667
"gukkerXD",1129.27062074,46,20,5.71515098282,5.88079816312,0.775707183853,41,42,103,114,0.0121951219512195,-0.00977998033247933,0.165853658536585,0.251834493561343
"Gulbacca",1702.58488747,74,31,5.71543238203,5.84750232735,0.622296995492,48,48,116,129,0.0391112501735812,-0.00445041398074139,-0.0871114208411581,-0.123721508664611
"Gully_Juice",3886.81925092,160,78,5.66201008098,5.7123805786,0.544690463391,36,36,180,201,0.271644247721186,0.0797457294115576,0.0460683227129497,0.0159491458823115
"guly69",3091.33233438,126,61,5.35225991429,5.4131005373,0.66453353654,32,32,144,154,-0.30020839810202,-0.34190314424252,0.401630154217567,0.419701464489321
"Gummipuppe",2408.90104205,108,47,5.61129988283,5.76590463355,0.702803590391,16,16,55,59,0.0333333333333333,0.0920510149631295,0.283333333333333,0.24267994853916
"gungi12000",3000.13168295,122,66,5.78334198021,5.87093620424,0.506468936075,17,17,92,96,-0.258304341615861,-0.0520478465277227,-0.140222356877182,0.0817894731149928
"gungnir",2917.77350425,115,47,5.07132832088,5.16727301672,0.779145912944,44,44,83,94,0.20711773491754,0.146361578337243,-0.133759167690108,-0.132092449032378
"gunia1990",3856.49142282,165,71,5.50855881264,5.63012799637,0.720834783531,75,76,189,203,0.0995491838434792,0.0588791237085496,0.124797165253057,0.0196263745695165
"Gunit9690",2998.08126728,130,60,5.64230414389,5.72970246332,0.581242970991,11,11,54,62,0.0545454545454545,0.309090909090909,0.0181818181818182,-0.0909090909090909
"Gunnar11833",4051.27131491,180,76,5.42515735539,5.60462115921,0.824000186799,11,12,65,79,0.0545454545454545,0.127272727272727,-0.381818181818182,-0.163636363636364
"gunners717",1198.05216311,43,19,4.41434499421,4.38171134757,0.868733188858,11,12,68,75,-0.0545454545454545,-0.0366987921708787,0.127272727272727,-0.0366987921708787
"guratan0815",261.6095725,16,6,4.50027301125,4.4296464321,0.680358741004,10,10,49,57,0.111111111111111,0.179786629990198,0.333333333333333,0.179786629990198
"guribeer",2764.34907062,114,44,4.92053247931,4.992736611,0.858720826333,21,22,27,37,0.152380952380952,0.0620526826936821,0.0952380952380952,0.0811458158301997
"GusBus250",966.898107131,47,17,5.82686110569,5.8087934688,0.46258791636,23,23,83,87,0.270382542645765,0.305557961381679,-0.0397621386243772,0.186509404999207
"gusfenty",441.878185496,21,11,6.05316306795,6.10768153365,0.339984104512,15,15,74,77,-0.371428571428571,-0.363640526116703,0.00952380952380952,-0.0765559002350953
"gustav133",1547.58138665,70,25,5.33178461586,5.55190938327,0.815015605977,17,17,64,72,0.0664211164155072,0.095941612600177,-0.0882352941176471,-0.0294117647058824
"gustaviinho",1507.85731397,55,30,5.80512755181,6.06472372608,0.684480551559,16,16,68,71,0.0666666666666667,0.116666666666667,0.116666666666667,0.233333333333333
"gustavofoo",664.100325379,40,13,5.81428505279,6.08644349228,0.722649068769,21,23,78,87,0.243437447490599,-0.14868490295948,0.147971781808011,-0.0815368822681018
"gustavokb",594.816215823,48,9,5.54767009501,5.73671354527,0.901667347749,10,10,45,50,0.0222222222222222,-0.2,-0.155555555555556,-0.2
"gusteris4lovers",1888.00552115,76,37,5.66581916792,5.82311425628,0.642890436794,31,31,144,156,0.0280172413793103,0.043337580624362,0.0516684906444222,0.0584427905929894
"gusth92",1016.72371191,43,20,5.94526146006,6.06441632095,0.492423395629,27,27,117,134,-0.0200573889271438,-0.00867066508632955,0.216833316205529,0.109358064987412
"Gustman17",656.771777689,18,10,5.01695168801,5.12048179836,0.660869902346,31,32,106,109,0.0496761417840259,-0.00434312836107836,0.0559741981981241,-0.0324682169961052
"gute-nudel",591.654808221,32,11,5.61313046096,5.65358681079,0.560725162433,18,18,35,41,-0.0524592983576422,0,-0.189542483660131,-0.364270364136802
"gutini",1360.02471778,58,26,5.5789970363,5.64522177947,0.5820475252,42,42,37,40,0.225450357640801,0.215871662951014,-0.16269613437996,-0.101518025279666
"GutturalNinja",1947.1334242,75,34,4.70757119223,4.6914694802,0.673210350656,104,105,158,169,-0.098096945739413,-0.170209138246721,0.139309386252345,0.116455188813375
"guushamann",4089.7958355,191,83,5.35268131356,5.47293537016,0.725594674814,35,36,126,137,-0.112794772634953,-0.169064667261125,-0.143097845880164,-0.24345312085602
"Guustafo",3276.44795286,164,72,5.48558690189,5.52709604792,0.601130376369,35,35,71,75,-0.0622896505596009,0.0555556342828873,-0.106060756358239,-0.139730837741807
"guytor",3638.04997227,163,73,5.38221725703,5.44062957939,0.6519903874,34,34,85,94,0.0178412203012729,0.0393209634740689,-0.00356824406025459,-0.0393209634740689
"guywaynechan",533.382748933,23,11,6.02568394594,6.10057428883,0.39959001176,12,12,29,33,-0.254256690465491,0.422890031611031,-0.393939393939394,0.139572631559771
"Gvarb",1345.60697779,55,23,5.29150441751,5.47558770666,0.889004278544,20,20,83,87,0.0842105263157895,-0.0800071120593998,0.0631578947368421,0.165348031589426
"gw666",4624.60712452,157,82,4.8757585417,4.90902352043,0.807229170532,26,26,113,129,0.058641975308642,0.243827160493827,0.221880078490092,0.160246723353955
"gwen2012",2825.18121268,139,58,5.64500975648,5.78082976963,0.608818496448,22,22,92,97,0.190312068134175,0.331939653722398,0.137201723538591,0.154905171737119
"gwendolynwaite",1141.71319576,54,23,5.6205430442,5.64556078916,0.476868296942,32,34,99,104,0.0201612903225806,0.0303338099299153,0.0282258064516129,0.204247653528096
"GwenScathach",1284.00843858,53,18,5.62066834163,5.65722799957,0.620933873635,35,35,100,118,-0.107835222250649,-0.0929065983449846,0.0741367152973214,0.0962850201029841
"Gwifleez",1360.62193541,47,23,5.33944064998,5.36268977073,0.635867623091,28,28,74,77,-0.283443957233526,-0.172537452822034,0.294039993017957,0.150970271219279
"gxmob",788.107259409,50,16,5.59992844094,5.78147268135,0.667917279478,13,13,32,34,0.230769230769231,0.333333333333333,0.41025641025641,0.41025641025641
"Gygun",1972.38118218,91,33,4.62824056948,4.58371401957,0.874632563938,36,36,30,55,0.0574169251763214,-0.222245563666772,0.267945650822833,0.273780766835878
"Gyneer",4353.23042822,188,84,5.47790618122,5.61068399352,0.746720681507,32,32,56,73,0.101421756115547,0.0940791693650578,0.38540267323908,0.441763056148967
"gyouzasan",2992.01736853,103,49,5.43720260768,5.45684337391,0.634311489251,98,98,329,356,-0.0357932463523885,0.0681725221764734,0.0688421189934434,-0.062045241425544
"gypsyrose_",982.95554717,49,17,4.99475022125,4.81465674108,0.799832544442,11,11,59,74,0.0181818181818182,0.163636363636364,0.272727272727273,0.272727272727273
"gypsy_sandy",657.300012993,40,12,5.39163107195,5.70777195084,0.932045146137,14,14,65,65,0.362637362637363,0.48619526569665,-0.274725274725275,-0.176798278435146
"h1c1pro",3701.50065456,185,76,5.53177389575,5.74008070137,0.775885582932,58,59,163,187,-0.0163636634110363,-0.0697505676434425,0.0624243456050642,-0.0452766842597785
"h1nchm4n",368.234001609,25,7,5.53309808223,5.65923972605,0.656064625246,76,76,44,59,0.237518738788652,0.189762716084135,0.180158102797279,0.169337331508212
"h1p3rcub3",1297.92984867,60,25,5.87935628932,5.97586002624,0.568938556354,39,41,95,100,0.28008681951324,0.149153399332536,-0.0964696174314216,0.0447158166104943
"h20xd",380.677331217,20,9,6.04590884393,6.26521322858,0.541832282436,16,16,31,32,0.175733755838702,0.0585779186129006,-0.0920510149631295,-0.0418413704377862
"h2squee",2024.37973512,65,32,5.64122386995,5.71098804139,0.639458676694,21,21,145,152,0.0952380952380952,0.00956948752938691,-0.380952380952381,-0.488043863998732
"H3ad5hot",2587.73511034,74,41,4.95486691211,4.96488633487,0.791587552927,53,53,66,71,-0.0270766920581737,-0.0408336829287128,0.0567274077480403,0.065667475866767
"h3athledger",2012.66707388,103,42,5.50916515071,5.55340115352,0.610446906858,70,71,98,121,0.26290704569541,0.256080088149575,0.0588113493662026,0.0880219107507928
"H3llish",2217.50618239,86,34,5.49897241397,5.80490644001,0.865393693387,43,47,117,135,-0.0764967210686922,-0.145880546803206,-0.0741971207087486,-0.152393054636744
"Ha5cHp4p1",744.52888274,31,15,5.28725144799,5.38897105122,0.752838224105,16,16,66,78,0.326362689414732,0.24267994853916,0.166666666666667,0.3
"HaakonSAA",306.702794314,17,5,5.66228563082,5.76055290298,0.64516947909,86,88,77,84,0.0871307828806753,0.05050301849072,0.100835845432156,0.0694327647765542
"Habakukix",689.667641633,24,11,5.48413186827,5.48039935633,0.522428361141,33,33,68,70,0.0513798477547873,0.0362249926276879,-0.248341343788953,-0.226021809978282
"habbogigi",3264.09254751,125,66,5.68021303635,5.82634755928,0.644631603997,51,51,176,187,0.0023566407718001,0.061442089037456,-0.115475397818205,-0.0834982235637223
"Haber23",2093.74063775,85,37,5.81877869026,5.9756357126,0.580115242878,39,39,147,160,-0.0418918918918919,-0.0514557594930696,0.0459149328165628,0.0175914040713918
"haddles",1162.25884109,61,24,5.90430273213,6.01043989228,0.48674496309,30,30,133,141,0.126436781609195,0.097111448966891,-0.158620689655172,-0.115608867817727
"haelaenka",1046.30912691,35,16,5.24732150728,5.23498776735,0.676748113717,33,33,71,83,0.140151515151515,0.127255977046596,0.132575757575758,0.104463861754668
"H_A_E_R_T_E_L",2723.28963422,123,52,5.34275287809,5.50051228227,0.830537190206,13,13,80,87,0,0.116131449170815,-0.307692307692308,-0.14193843787544
"Hafez_KH",599.678478975,18,9,5.6880000157,5.74637027319,0.52055437196,61,61,69,75,0.173271392095497,0.132530438465436,0.0650450967172372,0.0591458155135003
"hafizsupriharjo",837.281469709,39,15,5.74773756563,5.91079591712,0.608590584781,16,16,80,85,0.416666666666667,0.383333333333333,0.533333333333333,0.3
"HaiDomm",1024.71541564,40,18,5.87797382266,5.93631444284,0.473308515854,24,24,119,127,-0.326086956521739,-0.163339651944141,0.0507246376811594,0.156080111857735
"Haihappen_Uhaha",2606.76406617,122,52,5.21397645171,5.34380588604,0.867218647564,19,19,178,208,-0.0292397660818713,0.241180643299821,0.0409356725146199,0.0882368207194468
"hailtothechief",1002.19278389,52,21,5.42186084273,5.65574333531,0.882692332387,10,10,49,53,-0.111111111111111,-0.155555555555556,0.555555555555556,0.511111111111111
"hajekd",4028.30073788,146,73,5.38268780629,5.59665182363,0.86850485429,34,35,67,80,-0.128456786169165,-0.0628382451271157,-0.0856378574461101,0.0341121902118628
"hajipaji",3309.81499632,149,67,5.64616320065,5.78183791865,0.6241292161,11,11,42,57,-0.563636363636364,-0.110096376512636,-0.563636363636364,-0.110096376512636
"hakulo765",911.275429914,43,16,5.00977396943,4.78814715102,0.983787965681,11,11,94,109,0.0545454545454545,0,-0.127272727272727,-0.256891545196151
"halbert00",2196.37536508,93,37,5.15966729759,5.16235527355,0.834347554664,45,45,147,161,0.0950455490913565,0.0385398708904744,0.0910010576406605,0.2454381251446
"halbertmensch",3694.69964922,228,78,4.84415115751,4.95068578541,1.04272426442,22,22,141,157,0.142857142857143,0.29004329004329,0.255411255411255,0.402597402597403
"halcalifan",1331.21069264,65,27,5.79477981777,5.85423496962,0.486866311631,50,50,64,72,-0.0302287581699346,-0.0433006535947712,-0.0261331177360014,0.0130665588680007
"halit3406",1285.34166423,65,23,5.42166396044,5.55061843117,0.776159425279,10,10,24,27,-0.0222222222222222,0.0222222222222222,0.0666666666666667,0.288888888888889
"halkoliiteri",4272.81134723,165,78,4.93516729111,4.85308952985,0.939294514755,41,43,131,143,0.203684814760273,0.268485937171623,0.046626644342713,-0.0147790424131169
"hallamainen",4563.77173972,180,86,5.42148744222,5.6174491161,0.793313457484,19,19,99,101,0.211144602923336,0.152493324333521,-0.064327485380117,0.087719298245614
"halruck",1927.11705491,79,35,5.85313484281,5.95671088696,0.526051879229,43,43,120,133,-0.0166482097169878,0.0800450751040316,0.0632631969245538,-0.0155643201591173
"halvmorke",1441.87672623,56,22,5.26212022526,5.34911362873,0.818342873255,24,24,43,47,0.072463768115942,0.0364973226546115,0.166666666666667,0.211684471396747
"hamhamass",1052.79262132,51,19,5.66253004534,5.99410941607,0.881142173914,15,15,67,81,-0.0476190476190476,-0.105774120588275,0.466666666666667,-0.0288474874331658
"hamishtarah",1840.94800329,67,30,5.1233855436,5.12981914278,0.691891987231,47,47,97,114,0.10930987740386,0.31535224828506,0.213888980576572,0.128314090675878
"Hammerside",1240.91948046,84,18,5.51793072643,5.82982911214,0.847778068125,28,28,44,69,0.0423280423280423,0.0159576725580782,-0.132275132275132,-0.0106384483720522
"Hammondy",3673.54398289,164,73,5.45969566953,5.72889706136,0.821914177051,21,21,59,85,0.325358851674641,0.254197373605401,0.262530580627117,0.507182839057506
"hampwilliam",3166.20877725,124,62,5.1005337625,5.159701614,0.780687829958,23,24,132,141,-0.0316832304347838,0.0318097108995018,0.0633664608695677,0.119286415873132
"hamren330",1266.31721096,63,25,5.45929605741,5.48071323786,0.624952442516,21,21,47,80,0.296650717703349,0.334164925717093,0.39618251258274,0.260896966043602
"hamtaroapoil",576.244755708,26,10,5.49973534377,5.55265138607,0.562930300742,15,15,53,55,-0.180952380952381,-0.142857142857143,0.2,0.276190476190476
"hanachan01",1467.37035988,58,25,5.41131865427,5.49684635195,0.836205221742,23,23,91,101,-0.130434782608696,-0.13095341202072,-0.0909090909090909,-0.0277779964892436
"HanahChiapani",437.426055855,24,9,6.06074637151,6.10002090075,0.473911636047,10,10,33,37,-0.0222222222222222,0.0222222222222222,-0.0222222222222222,-0.0666666666666667
"hanapisang",1283.74640872,66,27,5.58041807844,5.67093766602,0.600821474521,18,18,84,92,-0.0197372692495417,-0.0524592983576422,0.243426320744348,0.131148245894106
"hanate",623.335351173,39,11,5.47345558843,5.79176992333,0.892614083909,24,24,52,57,-0.231884057971014,-0.188405797101449,0.072463768115942,0.115942028985507
"hanbuckk",1459.64500727,54,27,5.85092396051,5.96576408452,0.608961566778,31,31,79,94,0.191397849462366,0.0538794354737153,0.294623655913978,0.200431499962221
"Hanchin",4312.76448154,183,85,5.26575976904,5.30862416496,0.692808770575,58,58,132,151,-0.0296610223833583,-0.111356169395671,0.148305111916791,0.0575136259516105
"Handballgirl",831.424987622,42,16,5.52377149699,5.80989126892,0.853206357929,14,14,48,58,-0.142857142857143,-0.186813186813187,0.142857142857143,0.0549450549450549
"handyalbion",2044.08775775,70,32,5.58230185835,5.82709851304,0.78431137495,14,14,150,156,0.252747252747253,0.220997848043932,0.318681318681319,0.220997848043932
