numero,data,nome,cnpj_ou_cpf,licitacao,num_licitacao,modalidade_licitacao,órgão,unidade_orçamentaria,funcao_orcamentaria,subfuncao_orcamentaria,programa,acao,natureza_despesa,fonte_do_recurso,valor_empenhado,valor_liquidado,valor_pago,valor_anulado,valor_saldo
1941,2016-07-04,JANAÍNA ARAÚJO DA SILVA,***.365.994-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
1942,2016-07-04,JEFFERSON RODRIGUES DOS SANTOS,***.072.374-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
1943,2016-07-04,JILMARA VIDAL DE ALMEIDA,***.427.684-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
1944,2016-07-04,JOÃO BATISTA DE ALMEIDA,***.049.544-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,977.76,977.76,977.76,NA,0.0
1945,2016-07-04,JOELMA DOS SANTOS,***.867.834-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
1946,2016-07-04,JOSÉ ADRIANO DE LIMA,***.820.944-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,628.74,628.74,628.74,NA,0.0
1947,2016-07-04,JOSÉ ANDRÉ DE ARAUJO CELESTINO,***.405.344-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
1948,2016-07-08,CONSELHO ESCOLAR DO GRUPO ESCOLAR PAPEL MARCHÊ,08.808.293/0001-40,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,306 - Alimentação e Nutrição,1016 - Gestão de sistemas e gestão escolar,2059 - Ações Programa Nacional Alimentação Escolar PNAE,339041,15 - Transferência de Recursos do FNDE,1250.0,1250.0,1250.0,NA,0.0
1949,2016-07-08,Assoc. De Pais E Amigos Dos Excepc. De C.G. Apae Cg,70.097.894/0001-65,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,306 - Alimentação e Nutrição,1016 - Gestão de sistemas e gestão escolar,2059 - Ações Programa Nacional Alimentação Escolar PNAE,339041,15 - Transferência de Recursos do FNDE,1308.0,1308.0,1308.0,NA,0.0
1950,2016-07-08,CONSELHO ESCOLAR CNEC CÔNEGO PEDRO SERRÃO,33.621.384/1491-80,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2060 - Secretaria de Educação,12 - Educação,306 - Alimentação e Nutrição,1016 - Gestão de sistemas e gestão escolar,2059 - Ações Programa Nacional Alimentação Escolar PNAE,339041,15 - Transferência de Recursos do FNDE,1074.0,1074.0,1074.0,NA,0.0
1951,2016-07-01,UTIALLAS SOUSA ALENCAR DE ALMEIDA,***.172.044-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,1500.0,1500.0,1500.0,NA,0.0
1952,2016-07-01,JOSE LOPES DA SILVA,***.813.504-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,1500.0,1500.0,1500.0,NA,0.0
1953,2016-07-01,ARENILTON JOSÉ PEREIRA,***.083.406-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1954,2016-07-01,CICERO ROMÃO CORREA,***.223.194-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1955,2016-07-01,AIRTON OLIVEIRA PIMENTEL,***.435.674-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1956,2016-07-01,CATAMAIS COOP. DE CATADORES E CATADORAS DE MATERIAIS RECICLAVEIS DE C. GRANDE,10.328.008/0001-35,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,2072 - Manutenção de eventos e ações promotoras do município,335041,0 - Recursos Ordinários,25080.0,25080.0,25080.0,NA,0.0
1957,2016-07-01,ADILSON MEDEIROS 03849122492,19.471.880/0001-02,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339039,0 - Recursos Ordinários,8e3,8e3,8e3,NA,0.0
1958,2016-07-01,ROILTON JORGE MORAIS FILHO,***.381.994-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1959,2016-07-01,JOSÉ CARLOS GOMES DA SILVA,***.563.914-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1960,2016-07-01,JOSEFA REGINA SILVA,***.893.524-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1961,2016-07-01,WELLINGTON XAVIER DOS SANTOS,***.790.204-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1962,2016-07-01,JOSE ROBERTO DE ARAUJO NOBREGA,***.707.894-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1963,2016-07-01,VERÔNICA DE FÁTIMA NÓBREGA COÊLHO,***.821.904-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1964,2016-07-01,MARIA DE FÁTIMA DO NASCIMENTO VASCONCELOS,***.627.404-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1965,2016-07-01,WICTOR HUGO CARDOSO MIRANDA,***.796.894-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1966,2016-07-01,ELAINE CRISTINA DA CUNHA CHAVES,***.199.194-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1967,2016-07-01,JODEMAR BATISTA DOS SANTOS,***.397.054-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1968,2016-07-01,CICERO JORGE SARMENTO,***.170.024-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1969,2016-07-01,JULIANA ARAÚJO SILVA,***.376.204-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1970,2016-07-01,JOELMA SANTOS ANDRADE,***.775.474-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1971,2016-07-01,HILDEBRANDO COSTA SILVA,***.378.704-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1972,2016-07-01,MICHAELLA VICTOR DE ARAÚJO TORRES,***.368.204-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1973,2016-07-01,JOÃO MARIA SILVA DA COSTA,***.601.504-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1974,2016-07-01,EDVÂNIA PEREIRA DE ARAÚJO,***.362.274-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1975,2016-07-01,RILDO DA SILVEIRA MENESES,***.509.954-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1976,2016-07-01,JOSÉ ROSTAND DA SILVEIRA ARAÚJO,***.416.764-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1977,2016-07-01,MARIA GORETE ALMEIDA DE VASCONCELOS,***.144.844-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1978,2016-07-01,EDGLEY ANANIAS BRITO,***.792.814-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1979,2016-07-01,CARLOS ANTONIO DO NASCIMENTO,***.811.324-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2e3,2e3,2e3,NA,0.0
1980,2016-07-02,RIVALDO TRINDADE JUNIOR,***.796.174-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2500.0,2500.0,2500.0,NA,0.0
1981,2016-07-02,LUIS CARLOS AMORIM FLORÊNCIO,***.873.874-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2500.0,2500.0,2500.0,NA,0.0
1982,2016-07-02,JOSÉ AUGUSTO DA SILVA SANTOS,***.392.624-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2500.0,2500.0,2500.0,NA,0.0
1983,2016-07-02,ANA CÉLIA DE SOUZA DIAS,***.101.858-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2070 - Secretaria de Desenvolvimento Econômico,23 - Comércio e Serviços,695 - Turismo,1002 - Turismo em Campina Grande,"2083 - Estrutura, captação e realização de eventos",339036,0 - Recursos Ordinários,2500.0,2500.0,2500.0,NA,0.0
1984,2016-07-08,LIGHT - Engenharia e Comércio Ltda.,24.222.762/0001-09,SIM,214022013,3-Concorrência,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339039,0 - Recursos Ordinários,259708.5,259708.5,259708.5,NA,0.0
1985,2016-07-08,LIGHT - Engenharia e Comércio Ltda.,24.222.762/0001-09,SIM,214012013,3-Concorrência,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339039,0 - Recursos Ordinários,827923.68,827923.68,827923.68,NA,0.0
1986,2016-07-08,ECOSOLO GESTÃO AMBIENTAL DE RESÍDUOS LTDA - EPP,11.955.108/0001-54,SIM,214022015,3-Concorrência,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,2136 - Serviços de operacionalização do aterro sanitário,339039,0 - Recursos Ordinários,606157.53,606157.53,606157.53,NA,0.0
1987,2016-06-14,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2030 - Secretaria de Administração,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2030 - Ações administrativas da SAD,319016,0 - Recursos Ordinários,4813.77,4813.77,4813.77,NA,0.0
1988,2016-07-08, ROSILDO DE LIMA SILVA-EPP,23.821.927/0001-98,SIM,214062016,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339039,0 - Recursos Ordinários,52931.2,52931.2,52931.2,NA,0.0
1989,2016-06-14,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2050 - Secretaria de Assistência Social,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2040 - Ações administrativas da SEMAS,319016,0 - Recursos Ordinários,2489.19,2489.19,2489.19,NA,0.0
1990,2016-07-06,J&P MATERAIL DE CONSTRUÇÃO LTDA. - EPP.,12.889.652/0001-08,SIM,214282014,12-Pregão Presencial,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,15 - Urbanismo,452 - Serviços Urbanos,1029 - Infraestrutura Urbana - PROINFRA,2128 - Serviços gerais para manutenção de áreas públicas,339030,0 - Recursos Ordinários,7810.0,7810.0,7810.0,NA,0.0
1991,2016-06-14,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2010 - Gabinete do Prefeito,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2018 - Ações administrativas do Gabinete do Prefeito,319011,0 - Recursos Ordinários,2940.0,2940.0,2940.0,NA,0.0
1992,2016-06-08,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2010 - Gabinete do Prefeito,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2018 - Ações administrativas do Gabinete do Prefeito,319016,0 - Recursos Ordinários,11132.4,11132.4,11132.4,NA,0.0
1993,2016-06-14,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2020 - Ações administrativas da SEFIN,319011,0 - Recursos Ordinários,400.0,400.0,400.0,NA,0.0
1994,2016-06-14,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2020 - Secretaria de Finanças,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2020 - Ações administrativas da SEFIN,319016,0 - Recursos Ordinários,3800.0,3800.0,3800.0,NA,0.0
1995,2016-07-04,JOSÉ BRENO MARINHO DA COSTA,***.935.514-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
1996,2016-07-04,JOSÉ CARLOS SILVA GUEDES,***.398.124-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
1997,2016-07-04,JOSÉ EDMILSON ADELINO DA SILVA,***.828.834-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
1998,2016-06-14,Prefeitura Municipal de Campina Grande,08.993.917/0001-46,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2040 - Procuradoria Geral do Município,4 - Administração,122 - Administração Geral,2001 - Apoio Administrativo,2031 - Ações administrativas da Procuradoria Geral,319016,0 - Recursos Ordinários,3540.0,3540.0,3540.0,NA,0.0
1999,2016-07-04,JOSÉ EDMILSON OLINTO,***.265.674-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2000,2016-07-04,JOSÉ ELIAS RAMOS,***.242.344-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2001,2016-07-04,JOSÉ EVERALDO ARAÚJO DA SILVA,***.872.124-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2002,2016-07-04,JOSÉ GLAUCO PINTO MARINHO,***.861.084-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2003,2016-07-04,JOSÉ FARIAS AGRA,***.348.568-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2004,2016-07-04,Jose Nilberto De Lucena,***.596.804-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2005,2016-07-04,JOSÉ PEREIRA BARROS,***.988.754-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
2006,2016-07-04,JOSÉ RONALDO MATIAS DA SILVA,***.626.644-**,NÃO,,0-Sem Licitação,2 - Prefeitura Municipal de Campina Grande,2140 - Secretaria de Serviços Urbanos e Meio Ambiente,18 - Gestão Ambiental,452 - Serviços Urbanos,1031 - Limpeza Urbana e Manejo de Resíduos Sólidos,"2134 - Coleta, transporte e destino final de resíduos sólidos urbanos",339036,0 - Recursos Ordinários,1047.62,1047.62,1047.62,NA,0.0
