"","NR_CONVENIO","ANO_CONVENIO","TX_SUBSITUACAO","NM_ORGAO_SUPERIOR","NM_MUNICIPIO_PROPONENTE","NM_PROGRAMA","DT_INICIO_VIGENCIA","DT_FIM_VIGENCIA","VL_GLOBAL","VL_REPASSE","TX_OBJETO_CONVENIO","IN_ADITIVO_SN","QT_ADITIVOS","cod7","funcao.imputada","TX_STATUS"
"673",805188,2014,"Convênio","Ministerio do Esporte","TRIUNFO","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","31/12/2014","31/12/2016",393900,390000,"Construção de Campo de Futebol  - pb.",0,NA,2516805,"Desporto e Lazer","Em andamento"
"674",822435,2015,"Convênio","Ministerio do Turismo","CONDADO","Apoio a Projetos de Infraestrutura Tur?stica - Emenda Parlamentar - Contrato de Repasse","31/12/2015","31/12/2017",250000,243750,"Reforma e Ampliação do Centro de Eventos",0,NA,2504504,"Comércio e Serviços","Em andamento"
"675",800340,2013,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","LOGRADOURO","Ogu-2013","31/12/2013","30/12/2016",248725,243750,"Construção de Centro de Comercialização de Produtos da Agricultura Familiar no Município de Logradouro - pb",1,2,2508554,"Agricultura","Em andamento"
"676",830358,2016,"Convênio","Ministerio das Cidades","CAJAZEIRAS","Planejamento Urbano","09/06/2016","31/07/2018",1197400,1185400,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de Cajazeiras ¿ pb",0,NA,2503704,"Urbanismo","Em andamento"
"677",830693,2016,"Convênio","Ministerio das Cidades","GUARABIRA","Planejamento Urbano","06/06/2016","30/06/2018",260250,259250,"Pavimentação e Drenagem de Ruas no Município de Guarabira - pb",0,NA,2506301,"Urbanismo","Em andamento"
"678",805309,2014,"Convênio","Ministerio do Turismo","GURINHEM","Apoio a Projetos de Infraestrutura Tur?stica - Contrato de Repasse - Emendas Parlamentares","29/07/2014","31/12/2016",250000,243750,"Revitalização da Praça Elias Gomes de Araújo, no Município de Gurinhém - pb",1,1,2506400,"Comércio e Serviços","Em andamento"
"679",821272,2015,"Convênio","Ministerio das Cidades","AGUA BRANCA","Planejamento Urbano","10/12/2015","31/12/2017",276100,270575,"Pavimentação de Diversas Ruas, no Município de Água Branca ¿ pb.",0,NA,2500106,"Urbanismo","Em andamento"
"680",821901,2015,"Convênio","Ministerio da Saude","JOAO PESSOA","Estruturacao de Unidades de Atencao Especializada em Saude / Acao 2015.8535 / po - 0000 / Rede de Estruturacao - Unidades Hospitalares / Convenio Equipamento / Emenda Parlamentar","03/12/2015","02/12/2016",99300,99300,"Aquisição de Equipamento e Material Permanente Para Unidade de Atenção Especializada em Saúde",0,NA,2507507,"Saúde","Em andamento"
"681",799689,2013,"Convênio","Ministerio do Esporte","CONDE","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","31/12/2013","31/12/2016",335860.57,292500,"Obras de Infraestrutura Esportiva",1,2,2504603,"Desporto e Lazer","Em andamento"
"682",830379,2016,"Convênio","Ministerio das Cidades","PAULISTA","Planejamento Urbano","23/05/2016","31/07/2018",248308.5,245850,"Implantação de Pavimentação em via Pública Urbana no Município de Paulista- pb.",0,NA,2510907,"Urbanismo","Em andamento"
"683",829829,2016,"Convênio","Ministerio das Cidades","GUARABIRA","Planejamento Urbano","06/06/2016","30/06/2018",701500,7e+05,"Execução de Obras de Drenagem na Área Urbana no Município de Guarabira - pb",0,NA,2506301,"Urbanismo","Em andamento"
"684",800495,2013,"Convênio","Ministerio das Cidades","MALTA","2054 - Planejamento Urbano","31/12/2013","30/12/2016",299961.66,295300,"Implantação de Pavimentação no Município de Malta - pb.",1,2,2508802,"Urbanismo","Em andamento"
"685",829621,2016,"Convênio","Ministerio das Cidades","BELEM DO BREJO DO CRUZ","Planejamento Urbano","06/06/2016","31/07/2018",248308,245850,"Implantação de Pavimentação em via Pública Urbana no Município de Belém do Brejo do Cruz - pb.",0,NA,2502003,"Urbanismo","Em andamento"
"686",789914,2013,"Convênio","Ministerio do Esporte","QUEIMADAS","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","26/12/2013","31/12/2016",338813.72,292500,"Conclusão do Estádio Municipal Carlos Ernestro - o Campão - no Município de Queimadas - pb",1,3,2512507,"Desporto e Lazer","Em andamento"
"687",832419,2016,"Convênio","Ministerio do Turismo","BAYEUX","Apoio a Projetos de Infraestrutura Turistica - Emenda Parlamentar - Contrato de Repasse","08/06/2016","31/12/2018",295425,292500,"Construção de Portal no Município de Bayeux-pb.",0,NA,2501807,"Comércio e Serviços","Em andamento"
"688",830289,2016,"Convênio","Ministerio das Cidades","CONCEICAO","Planejamento Urbano","06/06/2016","31/07/2018",318230.8,315080,"Reforma de Praça no Município de Conceição-pb.",0,NA,2504405,"Urbanismo","Em andamento"
"689",831469,2016,"Convênio","Ministerio do Esporte","PEDRA BRANCA","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - (contrato de Repasse)","13/05/2016","31/07/2018",250000,243750,"Reforma de Infra Estrutura Esportiva",0,NA,2511004,"Desporto e Lazer","Em andamento"
"690",804603,2014,"Convênio","Ministerio do Turismo","POCO DANTAS","Apoio a Projetos de Infraestrutura Turistica -contrato de Repasse - mp 637","30/07/2014","01/05/2017",250750,243750,"Construção de Praça de Eventos na Sede do Município de Poço Dantas - pb.",1,1,2512036,"Comércio e Serviços","Em andamento"
"691",802801,2014,"Convênio","Ministerio da Saude","MATO GROSSO","Implanta??o de Melhorias Habitacionais Para Controle da Doen?a de Chagas","31/12/2014","31/12/2016",544000,543000,"Implantação de Melhorias Habitacionais Para Controle da Doença de Chagas",0,NA,2509370,"Saúde","Em andamento"
"692",818674,2015,"Convênio","Ministerio do Esporte","ESPERANCA","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","16/12/2015","16/12/2017",1e+05,97765.2,"Aquisição de Equipamentos Permanentes.",0,NA,2506004,"Desporto e Lazer","Em andamento"
"693",799934,2013,"Convênio","Ministerio das Cidades","BOM JESUS","2054 - Planejamento Urbano","31/12/2013","20/12/2016",715205.92,7e+05,"Implantação de Pavimentação em Vias Publicas no Município de bom Jesus-pb.",1,2,2502201,"Urbanismo","Em andamento"
"694",821936,2015,"Convênio","Ministerio da Saude","JOAO PESSOA","Estruturacao de Unidades de Atencao Especializada em Saude / Acao 2015.8535 / po - 0000 / Rede de Estruturacao - Unidades Hospitalares / Convenio Equipamento / Emenda Parlamentar","30/11/2015","29/11/2016",407320,406520,"Aquisição de Equipamento e Material Permanente Para Unidade de Atenção Especializada em Saúde",0,NA,2507507,"Saúde","Em andamento"
"695",821939,2015,"Convênio","Ministerio da Saude","JOAO PESSOA","Estruturacao de Unidades de Atencao Especializada em Saude / Acao 2015.8535 / po - 0000 / Rede de Estruturacao - Unidades Hospitalares / Convenio Equipamento / Emenda Parlamentar","30/11/2015","29/11/2016",1e+05,1e+05,"Aquisição de Equipamento e Material Permanente Para Unidade de Atenção Especializada em Saúde",0,NA,2507507,"Saúde","Em andamento"
"696",822326,2015,"Convênio","Ministerio da Saude","SAO JOSE DE PRINCESA","2015 - Aperfei?oamento do Sistema ?nico de Sa?de (a??o: 3921 - Melhorias Habitacionais Para Controle da Doen?a de Chagas)","31/12/2015","31/12/2018",816327,8e+05,"Melhorias Habitacionais Para Controle da Doença de Chagas, no Município de são José de Princesa ¿ pb.",0,NA,2514552,"Saúde","Em andamento"
"697",805256,2014,"Convênio","Ministerio das Cidades","SUME","2054 - Planejamento Urbano","30/07/2014","31/12/2016",394600,394200,"Elaboração de Projeto Executivo e Pavimentação de Diversas Ruas no Município de Sumé/pb.",0,NA,2516300,"Urbanismo","Em andamento"
"698",829750,2016,"Convênio","Ministerio das Cidades","SOUSA","Planejamento Urbano","31/05/2016","31/07/2018",7e+05,690900,"Implantação de Pavimentação  em Vias Públicas Urbanas no Município de Sousa.",0,NA,2516201,"Urbanismo","Em andamento"
"699",804617,2014,"Convênio","Ministerio do Turismo","BREJO DOS SANTOS","Apoio a Projetos de Infraestrutura Turistica -contrato de Repasse - mp 637","19/11/2014","30/12/2016",250000,243750,"Construção do Centro de Cultura em Brejo dos Santos ¿ pb.",0,NA,2502904,"Comércio e Serviços","Em andamento"
"700",819346,2015,"Convênio","Ministerio das Cidades","BANANEIRAS","Planejamento Urbano","17/12/2015","31/12/2017",494000,493100,"Pavimentação e Drenagem de Diversas Ruas no Município de Bananeiras - pb",0,NA,2501500,"Urbanismo","Em andamento"
"701",786412,2013,"Convênio","Ministerio das Cidades","SAO JOSE DE PRINCESA","2054 - Planejamento Urbano","05/11/2013","30/12/2016",295300,295300,"o Presente Projeto Visa à Pavimentação de Diversas Ruas do Município de são José de Princesa ¿ pb.",1,1,2514552,"Urbanismo","Em andamento"
"702",800532,2013,"Em Ajustes pelo Convenente","Ministerio das Cidades","SOUSA","2054 - Planejamento Urbano","31/12/2013","30/03/2017",443350,443350,"Implantação de Pavimentação Asfáltica em Vias Públicas Urbanas no Município de Sousa ¿ pb",1,1,2516201,"Urbanismo","Em andamento"
"703",814776,2014,"Convênio","Ministerio da Saude","CAMPINA GRANDE","Atencao Especializada em Saude / Estruturacao de Unidade de Atencao Especializada em Saude - po 0000 / Acao 2015.8535 - Estruturacao de Unidades de Atencao Especializada em Saude / Convenio / Emenda Parlamentar","29/12/2014","09/11/2016",2e+05,2e+05,"Aquisição de Equipamento e Material Permanente Para Unidade de Atenção Especializada em Saúde",0,NA,2504009,"Saúde","Em andamento"
"704",799951,2013,"Em Aditivação","Ministerio das Cidades","SANTA HELENA","2054 - Planejamento Urbano","31/12/2013","24/06/2016",253874.06,250000,"Implantação de Pavimentação em Vias Públicas no Município de Santa Helena-pb.",1,2,2513307,"Urbanismo","Em andamento"
"705",799952,2013,"Convênio","Ministerio das Cidades","SANTA HELENA","2054 - Planejamento Urbano","31/12/2013","24/12/2016",254067.49,250000,"Implantação de Pavimentação em Vias Públicas no Município de Santa Helena-pb.",1,3,2513307,"Urbanismo","Em andamento"
"706",826010,2015,"Convênio","Ministerio da Saude","SANTA RITA","Manutencao de Unidades de Atencao em Saude / Acao 2015.4525 / po - 0000 / Apoio a Manuten¿¿o de Unidades de Saude / Convenio / Emenda Parlamentar","31/12/2015","30/12/2016",49985.4,49985.4,"Manutenção de Unidade de Saúde",0,NA,2513703,"Saúde","Em andamento"
"707",801364,2014,"Em Ajuste do Plano de Trabalho","Ministerio das Cidades","CAAPORA","2054 - Planejamento Urbano","25/07/2014","31/12/2016",1483584,1482100,"Pavimentação e Drenagem em Diversas Vias Urbanas do Município de Caaporã - pb",1,1,2503001,"Urbanismo","Em andamento"
"708",814003,2014,"Convênio","Ministerio do Desenvolvimento Agrario","SOUSA","Desenvolvimento Territorial - Infra-estrutura e Serviços","13/02/2015","31/12/2016",380000,375000,"Construção de uma Central de Abastecimento Para a Comercialização da Agricultura Familiar.",0,NA,2516201,"Organização Agrária","Em andamento"
"709",816003,2014,"Convênio","Ministerio das Cidades","BANANEIRAS","Planejamento Urbano","31/12/2014","31/12/2016",3e+05,295300,"Pavimentação e Drenagem em Diversas Ruas do Bairro Monte Carmelo no Município de Bananeiras - pb",1,1,2501500,"Urbanismo","Em andamento"
"710",819376,2015,"Convênio","Ministerio das Cidades","BOA VISTA","Planejamento Urbano","23/12/2015","31/12/2017",647864.5,641450,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de boa Vista- pb",0,NA,2502151,"Urbanismo","Em andamento"
"711",818438,2015,"Convênio","Ministerio do Esporte","ALAGOA GRANDE","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - ( Contrato de Repasse )","17/12/2015","31/12/2017",464000,463390.2,"Ampliação do Campo de Futebol",0,NA,2500304,"Desporto e Lazer","Em andamento"
"712",813175,2014,"Convênio","Ministerio da Saude","CAJAZEIRAS","Atencao Especializada em Saude / Estruturacao de Unidades de Atencao Especializada em Saude / Acao (2015.8535) Estruturacao de Unidades de Atencao Especializada em Saude / po 0000 / Contrato de Repasse / Emenda Parlamentar.","31/12/2014","14/11/2016",599998.36,599998.36,"Ampliação de Unidade de Atenção Especializada em Saúde",0,NA,2503704,"Saúde","Em andamento"
"713",819268,2015,"Convênio","Ministerio das Cidades","FREI MARTINHO","Planejamento Urbano","30/12/2015","30/10/2017",299730,295300,"Elaboração de Projeto e Pavimentação de Vias em Frei Martinho - pb.",0,NA,2506202,"Urbanismo","Em andamento"
"714",815416,2014,"Em Aditivação","Ministério da Agricultura,pecuaria e Abastecimento","BANANEIRAS","Paraíba - Emendas Parlamentares - Investimento","31/12/2014","30/06/2016",195196,195000,"Aquisição de Patrulha Mecanizada com Implementos Agrícolas Para o Município de Bananeiras - pb",1,1,2501500,"Agricultura","Em andamento"
"715",807512,2014,"Convênio","Ministerio do Turismo","JURU","Apoio a Projetos de Infraestrutura Tur?stica - Contrato de Repasse - Emendas Parlamentares","31/12/2014","28/02/2017",393900,390000,"Construção de Praça de Eventos",1,1,2508000,"Comércio e Serviços","Em andamento"
"716",794908,2013,"Convênio","Ministerio do Turismo","CAPIM","Programa de Apoio a Projetos de Infraestrutura Tur?stica - Contrato de Repasse - Emendas","31/12/2013","31/12/2016",348250,341250,"Apoio a Projetos de Infraestrutura Turística - Construção de uma Praça de Eventos no Município de Capim - pb.",1,2,2504033,"Comércio e Serviços","Em andamento"
"717",820049,2015,"Convênio","Ministerio das Cidades","SOLANEA","Planejamento Urbano","17/12/2015","31/12/2017",295600,295300,"Pavimentação e Drenagem em Vias Urbanas do Município de Solânea - pb",0,NA,2516003,"Urbanismo","Em andamento"
"718",829140,2016,"Convênio","Ministerio das Cidades","LASTRO","Planejamento Urbano","06/06/2016","31/07/2018",248308,245850,"Pavimentação em via Urbana do Município de Lastro-pb.",0,NA,2508406,"Urbanismo","Em andamento"
"719",815332,2014,"Convênio","Ministerio da Saude","UIRAUNA","Implanta??o de Melhorias Habitacionais Para Controle da Doen?a de Chagas","31/12/2014","31/12/2016",764038,748757,"Implantação de Melhorias Habitacionais Para Controle da Doença de Chagas no Município de Uiraúna - pb.",0,NA,2516904,"Saúde","Em andamento"
"720",823058,2015,"Convênio","Ministerio das Cidades","GUARABIRA","Planejamento Urbano","29/12/2015","31/12/2017",692300,690900,"Pavimentação e Drenagem em Vias Urbanas no Município de Guarabira - pb",0,NA,2506301,"Urbanismo","Em andamento"
"721",818159,2015,"Convênio","Ministerio do Desenvolvimento Agrario","SAPE","Desenvolvimento Territorial - Infra-estrutura e Serviços","30/12/2015","30/09/2017",189000,183000,"Aquisição de Veículo Utilitário. Tipo Caminhão, Para Transporte da Produção Dos/as Agricultores/as Familiares",0,NA,2515302,"Organização Agrária","Em andamento"
"722",828961,2016,"Convênio","Ministerio das Cidades","BOA VENTURA","Planejamento Urbano","09/06/2016","31/07/2018",318230,315080,"Implantação de Pavimentação em Vias Públicas Urbanas no Município de boa Ventura - pb",0,NA,2502102,"Urbanismo","Em andamento"
"723",794555,2013,"Convênio","Ministerio do Desenv. Social e Combate a Fome","MATUREIA","Estrutura¿¿o da Rede de Servi¿os da Prote¿¿o Social B¿sica ? Constru¿¿o de Cras (portaria n¿ 127/2013)","20/12/2013","30/12/2016",357000,350000,"Estruturação da Rede de Serviços de Proteção Social Básica ¿ Construção de Centro de Referência de Assistência Social ¿ Cras",1,2,2509396,"Assistência Social","Em andamento"
"724",826007,2015,"Convênio","Ministerio da Saude","CAMPINA GRANDE","Manutencao de Unidades de Atencao em Saude / Acao 2015.4525 / po - 0000 / Apoio a Manuten¿¿o de Unidades de Saude / Convenio / Emenda Parlamentar","31/12/2015","30/12/2016",362269,362269,"Manutenção de Unidade de Saúde",0,NA,2504009,"Saúde","Em andamento"
"725",828713,2016,"Convênio","Ministerio das Cidades","ESPERANCA","Planejamento Urbano","20/06/2016","31/12/2018",540600,537180.7,"Pavimentação e Drenagem de Ruas no Município de Esperança - pb",0,NA,2506004,"Urbanismo","Em andamento"
"726",782580,2013,"Convênio","Ministerio das Cidades","MARI","Planejamento Urbano","23/12/2013","30/12/2017",747900.53,740350,"Implantação de Pavimentação em Vias Públicas de Mari ¿ pb",1,2,2509107,"Urbanismo","Em andamento"
"727",808684,2014,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","CAICARA","Paraíba - Emendas Parlamentares - Investimento","30/12/2014","30/12/2016",245750,243750,"Aquisição de Patrulha Mecanizada com Implementos Agrícolas Para o Município de Caiçara - pb",1,1,2503605,"Agricultura","Em andamento"
"728",808810,2014,"Convênio","Ministerio da Integracao Nacional","NAZAREZINHO","2051 Oferta de ?gua","31/12/2014","29/06/2016",300350,3e+05,"Implantação e Perfuração de Poços nas Comunidades Belém, Capoeira, Malhada da Areia, Graviola, Curtume, Serrote dos Bois, Retiro, Catolá, Trapiá e Escondido, Município de Nazarezinho - pb",0,NA,2510006,"Urbanismo","Em andamento"
"729",808811,2014,"Convênio","Ministerio da Integracao Nacional","ITAPORANGA","2040 - Gestão de Riscos e Resposta a Desastres","06/01/2015","05/07/2016",600610,6e+05,"Conclusão da Drenagem do Conjunto João Silvino, no Município de Itaporanga - pb",0,NA,2507002,"Urbanismo","Em andamento"
"730",831478,2016,"Convênio","Ministerio do Esporte","RIO TINTO","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - (contrato de Repasse)","17/06/2016","31/12/2017",248730,243750,"Construção de 01 (uma) Quadra de Esportes, no Município de rio Tinto ¿ pb.",0,NA,2512903,"Desporto e Lazer","Em andamento"
"731",828585,2016,"Convênio","Ministerio das Cidades","LOGRADOURO","Planejamento Urbano","20/06/2016","31/12/2017",325320,324970,"Pavimentação e Drenagem em Zona Urbana Município de Logradouro - pb",0,NA,2508554,"Urbanismo","Em andamento"
"732",823198,2015,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","PITIMBU","Paraíba  - Emendas Parlamentares - Investimento","29/12/2015","31/12/2016",394875,390000,"Construção do Novo Mercado Público na Sede do Município de Pitimbu.",0,NA,2511905,"Agricultura","Em andamento"
"733",808299,2014,"Convênio","Ministerio do Turismo","CACIMBA DE DENTRO","Apoio a Projetos de Infraestrutura Tur?stica - Contrato de Repasse - Emendas Parlamentares","31/12/2014","31/12/2016",492425,487500,"Construção de Praça de Eventos no Município de Cacimba de Dentro-pb.",0,NA,2503506,"Comércio e Serviços","Em andamento"
"734",794576,2013,"Convênio","Ministerio do Desenv. Social e Combate a Fome","EMAS","Estrutura¿¿o da Rede de Servi¿os da Prote¿¿o Social B¿sica ? Constru¿¿o de Cras (portaria n¿ 127/2013)","20/12/2013","30/12/2016",357000,350000,"Estruturação da Rede de Serviços de Proteção Social Básica ¿ Construção de Centro de Referência de Assistência Social - Cras",1,2,2505907,"Assistência Social","Em andamento"
"735",807845,2014,"Convênio","Ministerio da Saude","SANTA RITA","Atencao Especializada em Saude / Estruturacao de Unidade de Atencao Especializada em Saude - po 0000 / Acao 2015.8535 - Estruturacao de Unidades de Atencao Especializada em Saude / Convenio / Emenda Parlamentar","11/08/2014","29/10/2016",1e+05,1e+05,"Aquisição de Equipamento e Material Permanente Para Unidade de Atenção Especializada em Saúde",0,NA,2513703,"Saúde","Em andamento"
"736",822883,2015,"Em Aditivação","Ministerio das Cidades","CALDAS BRANDAO","Planejamento Urbano","23/12/2015","30/10/2017",249450,245850,"Elaboração de Projeto e Pavimentação de Vias em Caldas Brandão - pb.",0,NA,2503803,"Urbanismo","Em andamento"
"737",823488,2015,"Convênio","Ministerio da Cultura","BANANEIRAS","Emenda Parlamentar 2015 - Or¿amento Impositivo","30/12/2015","31/12/2016",100460.5,1e+05,"Aquisição de Instrumentos Musicais Para o Município de Bananeiras - pb",0,NA,2501500,"Cultura","Em andamento"
"738",795359,2013,"Convênio","Ministerio do Desenvolvimento Agrario","BARRA DE SAO MIGUEL","Aquisição de Máquinas e Equipamentos Para Recuperação de Estradas Vicinais Para Municípios com até 50.000 Habitantes -  no Estado da Paraíba","18/12/2013","30/06/2016",306200,3e+05,"Aquisição de Máquinas e Equipamentos Para Recuperação de Estradas Vicinais no Município de Barra de são Miguel - pb",1,2,2501708,"Organização Agrária","Em andamento"
"739",809602,2014,"Convênio","Ministerio das Cidades","SANTA RITA","2054 - Planejamento Urbano","19/12/2014","31/12/2016",4e+05,394200,"Implantação de Pavimentação na Comunidade Augustolândia, Zona Urbana do Município de Santa Rita pb.",1,1,2513703,"Urbanismo","Em andamento"
"740",807995,2014,"Convênio","Ministerio do Turismo","BELEM DO BREJO DO CRUZ","Apoio a Projetos de Infraestrutura Tur?stica - Contrato de Repasse - Emendas Parlamentares","13/03/2015","31/12/2016",492424.24,487500,"Reforma do Mercado Central de Artesanato no Município de Belém do Brejo do Cruz-pb.",0,NA,2502003,"Comércio e Serviços","Em andamento"
"741",820597,2015,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","RIACHAO DO POCO","Paraíba  - Emendas Parlamentares - Investimento","15/12/2015","31/12/2016",159000,156000,"Aquisição de Patrulha Mecanizada Para o Municipio de Riachão do Poço - pb.",0,NA,2512762,"Agricultura","Em andamento"
"742",833213,2016,"Convênio","Ministerio do Desenvolvimento Agrario","SOLEDADE","Territórios Rurais - Infraestrutura e Serviços - Afem Contratos de Repasse","08/06/2016","31/12/2018",259117.06,250000,"Construção de Passagem Molhada em via Localizada na Zona Rural do Município de Soledade ¿ pb.",0,NA,2516102,"Organização Agrária","Em andamento"
"743",810903,2014,"Convênio","Ministerio da Justica","JOAO PESSOA","Programa Justiça Comunitária","31/12/2014","09/08/2016",550000,518000,"o Presente Projeto tem por Finalidade a Implantação de uma Casa de Direitos, Contendo um Núcleo de Justiça Comunitária, na Cidade de João Pessoa, Para Atender o Bairro do Distrito Mecânico e Adjacências, Objetivando Contribuir Para a Democratização do ace",0,NA,2507507,"Direitos da Cidadania","Em andamento"
"744",813953,2014,"Convênio","Ministerio do Desenvolvimento Agrario","OLIVEDOS","Desenvolvimento Territorial - Infra-estrutura e Serviços","18/12/2014","31/12/2016",225490,225000,"o Presente Projeto Visa o Fortalecimento da Agricultura Familiar no Território do Seridó Paraibano com a Aquisição de Equipamentos Para Produção, Beneficiamento e Estocagem de Alimentação Animal e Para Implantação e Estruturação de Unidades Municipais e d",0,NA,2510501,"Organização Agrária","Em andamento"
"745",803400,2014,"Convênio","Ministerio das Cidades","PRATA","2054 - Planejamento Urbano","31/12/2014","31/12/2016",394600,394200,"Elaboração de Projeto e Pavimentação com Drenagem em Diversas Ruas no Município de Prata/pb.",0,NA,2512200,"Urbanismo","Em andamento"
"746",810794,2014,"Convênio","Ministerio das Cidades","IBIARA","Planejamento Urbano","05/11/2014","30/12/2016",299800,295300,"Implantação de Pavimentação em Vias Públicas Urbanas",1,2,2506608,"Urbanismo","Em andamento"
"747",803511,2014,"Convênio","Ministerio das Cidades","MONTEIRO","2054 - Planejamento Urbano","31/08/2014","31/12/2016",246100,245850,"Elaboração de Projeto e Execução da Pavimentação de Ruas",0,NA,2509701,"Urbanismo","Em andamento"
"748",819315,2015,"Convênio","Ministerio das Cidades","SOSSEGO","Planejamento Urbano","17/12/2015","30/10/2017",249450,245850,"Elaboração de Projeto e Pavimentação de Vias em Sossego-pb",0,NA,2516151,"Urbanismo","Em andamento"
"749",804597,2014,"Convênio","Ministerio do Turismo","SAO JOSE DOS CORDEIROS","Apoio a Projetos de Infraestrutura Turistica -contrato de Repasse - mp 637","30/07/2014","01/03/2017",250000,243750,"Reforma e Ampliação da Praça da rua Batista Cordeiro, no Município de são José dos Cordeiros",1,1,2514800,"Comércio e Serviços","Em andamento"
"750",831630,2016,"Convênio","Ministerio do Esporte","GURJAO","Esporte e Grandes Eventos Esportivos - Implantacao e Modernizacao de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer - (contrato de Repasse)","13/05/2016","31/07/2018",341600,341250,"Modernização do Campo de Futebol",0,NA,2506509,"Desporto e Lazer","Em andamento"
"751",802839,2014,"Convênio","Ministerio da Saude","PEDRO REGIS","Implanta??o de Melhorias Habitacionais Para Controle da Doen?a de Chagas","09/12/2014","09/12/2016",350360,350000,"Implantação de Melhorias Habitacionais Para Controle da Doença de Chagas no Município de Pedro Régis - pb.",0,NA,2512721,"Saúde","Em andamento"
"752",820567,2015,"Convênio","Ministério da Agricultura,pecuaria e Abastecimento","SAO FRANCISCO","Paraíba  - Emendas Parlamentares - Investimento","18/12/2015","31/12/2016",194000,165750,"Aquisição de Máquinas e Equipamentos Agrícolas Para o Município de são Francisco ¿ pb",0,NA,2513984,"Agricultura","Em andamento"
"753",832264,2016,"Convênio","Ministerio do Turismo","JUAZEIRINHO","Apoio a Projetos de Infraestrutura Turistica - Emenda Parlamentar - Contrato de Repasse","31/05/2016","31/07/2018",685000,682500,"Construção de 01 (uma) Praça de Lazer no Município de Juazeirinho - pb",0,NA,2507705,"Comércio e Serviços","Em andamento"
"754",796496,2013,"Convênio","Ministerio da Saude","SANTA CECILIA","2068 - Saneamento Básico (7652 - Melhorias Sanitárias Domiciliares - Msd)","31/12/2013","27/02/2017",497860,487902.8,"Implantação de Melhorias Sanitárias Domiciliares em Diversas Comunidades do Município de Santa Cecília ¿ pb",1,2,2513158,"Saúde","Em andamento"
"755",789642,2013,"Convênio","Ministerio das Cidades","CAMALAU","2054 - Planejamento Urbano","31/12/2013","30/12/2016",245850,245850,"Elaboração de Projeto Executivo e Execução da Obra de Pavimentação em Paralelepípedo com Drenagem, no Município de Camalaú-pb.",1,1,2503902,"Urbanismo","Em andamento"
"756",825792,2015,"Convênio","Ministerio da Saude","JOAO PESSOA","Estruturacao de Unidades de Atencao Especializada em Saude / Acao 2015.8535 / po - 0000 / Rede de Estruturacao - Unidades Hospitalares / Contrato de Repasse / Emenda Parlamentar","30/12/2015","31/12/2017",399998.91,399998.91,"Reforma de Unidade de Atenção Especializada em Saúde",0,NA,2507507,"Saúde","Em andamento"
"757",821934,2015,"Convênio","Ministerio da Saude","CAMPINA GRANDE","Estruturacao de Unidades de Atencao Especializada em Saude / Acao 2015.8535 / po - 0000 / Rede de Estruturacao - Unidades Hospitalares / Convenio Equipamento / Emenda Parlamentar","29/12/2015","28/12/2016",101000,1e+05,"Aquisição de Equipamento e Material Permanente Para Unidade de Atenção Especializada em Saúde",0,NA,2504009,"Saúde","Em andamento"
"758",821935,2015,"Convênio","Ministerio da Saude","CAMPINA GRANDE","Estruturacao de Unidades de Atencao Especializada em Saude / Acao 2015.8535 / po - 0000 / Rede de Estruturacao - Unidades Hospitalares / Convenio Equipamento / Emenda Parlamentar","28/12/2015","27/12/2016",201000,2e+05,"Aquisição de Equipamento e Material Permanente Para Unidade de Atenção Especializada em Saúde",0,NA,2504009,"Saúde","Em andamento"
"759",820249,2015,"Convênio","Ministerio do Turismo","GURINHEM","Apoio a Projetos de Infraestrutura Tur?stica - Emenda Parlamentar - Contrato de Repasse","16/12/2015","31/12/2017",295425,292500,"Reforma da Praça Principal, no Município de Gurinhém - pb",0,NA,2506400,"Comércio e Serviços","Em andamento"
"760",816240,2015,"Convênio","Ministerio das Cidades","LAGOA SECA","Planejamento Urbano","16/04/2015","31/12/2018",298253,295300,"a Implantação de Pavimentação em Vias Públicas Urbanas no Município de Lagoa Seca- pb.",0,NA,2508307,"Urbanismo","Em andamento"
