NOME_PARLAMENTAR,Agricultura,Assistência Social,Ciência e Tecnologia,Comércio e Serviços,Cultura,Defesa Nacional,Desporto e Lazer,Direitos da Cidadania,Gestão Ambiental,Indústria,Organização Agrária,Outros,Saneamento,Saúde,Segurança Pública,Trabalho,Urbanismo
JUNJI ABE,9600,100811.1,25000,139807.61,139807.61,0,150819.24,113186,25000,25000,100811.1,0,346986.35,0,113186,0,371986.35
JUSCELINO FILHO,39660,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0
JUTAHY JUNIOR,11900,0,22000,1580,1580,0,185828.5,0,22000,22000,0,0,849737.96,0,0,0,871737.96
KAIO MANICOBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KATIA ABREU,123438.42,0,48704.08,0,0,0,81316.09,0,28704.08,28704.08,0,42595.43,189640.15,70000,0,0,218344.23
KEIKO OTA,3934.28,0,0,200750.6,200750.6,0,478182.42,106152.63,0,0,0,4081.43,900245.33,6140.4,106152.63,0,900245.33
LAEL VARELLA,24095.2,0,0,350,350,0,0,0,0,0,0,0,66591.72,0,0,0,66591.72
LAERCIO OLIVEIRA,18750,0,0,85110.69,85110.69,0,400865.94,0,0,0,0,151005.88,1975767.03,0,0,0,1975767.03
LASIER MARTINS,4935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAUDIVIO CARVALHO,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0
LAUREZ DA ROCHA MOREIRA,0,0,0,0,0,0,0,0,0,0,0,0,236772.86,0,0,0,236772.86
LAURIETE,375558.93,0,0,16406.25,16406.25,0,202958.94,0,0,0,0,0,70333.43,0,0,0,70333.43
LAZARO BOTELHO,108000,12500,0,23654.04,23654.04,0,31248.91,0,0,0,12500,0,557416.05,0,0,0,557416.05
LEANDRE,0,0,0,0,0,0,33000,0,0,0,0,0,28500,0,0,0,28500
LEANDRO VILELA,491472.52,12980,717952.97,62191.62,62191.62,0,5000,0,717952.97,717952.97,12980,0,88065.91,1374453.14,0,0,806018.88
LELO COIMBRA,680592.88,105347.09,0,129082.97,129082.97,0,233014.66,0,0,0,0,0,77345.8,825.12,0,0,77345.8
LEO DE BRITO,0,0,0,0,501,0,488.48,0,0,0,0,0,0,0,0,0,0
LEONARDO GADELHA,118700,0,0,37300,37300,0,62671.16,0,0,0,0,0,14200.55,150037.73,0,0,14200.55
LEONARDO MONTEIRO,108475,174532.85,0,0,0,0,56900,0,0,0,174532.85,0,166407.62,401634,0,0,166407.62
LEONARDO PICCIANI,154110,0,0,4e+05,4e+05,0,646328.57,0,0,0,0,0,83034.42,0,0,0,83034.42
LEONARDO QUINTAO,259339.82,0,0,33750,33750,0,155416.01,0,0,0,0,0,852264.36,0,0,0,852264.36
LEONARDO VILELA,27500,0,0,0,0,0,0,0,0,0,0,13500,43338.31,374,0,0,43338.31
LEONIDAS CRISTINO,0,0,0,2145,2145,0,0,0,0,0,0,0,0,55000,0,0,0
LEOPOLDO MEYER,298194.05,48016,0,50058.83,55058.83,0,615774.52,215142.14,0,10005.89,0,3998.5,333124.88,0.03,215142.14,0,333124.88
LIDICE DA MATA,0,57154.08,0,131527.6,185216.86,0,61283.6,0,0,0,57154.08,62159.79,124936.28,1437.87,0,0,124936.28
LILIAM SA,0,20203,0,63957.31,63957.31,0,12005.2,0,0,0,0,0,125331.88,0,0,0,125331.88
LINCOLN PORTELA,0,9522.3,0,97437.96,97437.96,0,415521.31,0,0,0,0,20500,579990.31,2100,0,0,579990.31
LINDBERGH FARIAS,8750,0,0,10370,10370,0,1651044.72,0,0,0,0,12000,429687.91,80000,0,0,429687.91
LIRA MAIA,169660,0,0,0,0,0,95954.75,0,0,0,0,20900,559851.45,0,0,0,559851.45
LOBAO FILHO,0,0,0,215320.13,215320.13,0,209310,0,0,0,0,0,61826,0,0,0,61826
LOBBE NETO,0,0,0,0,0,0,82885.15,0,0,0,0,0,0,0,0,0,0
LOURIVAL MENDES,499250,0,0,0,0,0,0,82066.67,0,0,0,60000,3773,0,82066.67,0,3773
LUCAS VERGILIO,0,0,0,7500,7500,0,12892.85,0,0,0,0,0,6608.5,0,0,0,6608.5
LUCI CHOINACKI,352488.57,347514.3,0,44198.19,59207.41,0,21250,0,0,0,347514.3,226566.54,88517.74,0,0,4500,88517.74
LUCIA VANIA,75331.47,225777.02,0,174039.14,214039.14,0,435419.55,0,0,0,0,0,150117.75,693166.17,0,0,150117.75
LUCIANA SANTOS,0,0,240000,0,5000,0,5500,0,33190.34,0,0,11120,396424.91,6138887.23,0,0,396424.91
LUCIANO CASTRO,0,0,0,0,0,608316.38,0,0,0,0,0,0,0,0,0,0,0
LUCIANO DUCCI,0,0,0,0,0,0,6250,0,0,0,0,0,132521.48,0,0,0,132521.48
LUCIO MOSQUINI,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0
LUCIO VALE,0,0,0,0,0,0,40000,0,0,0,0,493637.1,0,0,0,0,0
LUCIO VIEIRA LIMA,122160,0,126414.56,71974.49,71974.49,0,96131.93,0,126414.56,126414.56,0,140965.26,261519.73,0,0,0,387934.29
LUIS CARLOS HEINZE,1457208.73,111050.84,0,0,3500,0,271100.49,0,0,0,0,0,1327423.84,68290.28,0,0,1327423.84
LUIS TIBE,111,49523,0,16250,16250,0,548287.24,0,0,0,6123,0,806009.4,284.4,0,0,806009.4
LUIZ ALBERTO,0,543016.88,0,103975.68,103975.68,0,6250,0,0,0,543016.88,159975.9,303416.73,0,0,0,303416.73
LUIZ ARGOLO,0,1169420,0,34750,34750,0,0,0,0,0,1169420,901806.19,241166.47,0,0,0,241166.47
LUIZ CARLOS,0,0,0,0,0,495572.61,0,145000,0,0,0,14012.4,0,0,145000,0,0
LUIZ CARLOS BUSATO,829054,338318.99,0,64765.63,64765.63,0,517489.22,0,0,0,141515.75,0,319526.19,223106.58,0,0,319526.19
LUIZ CARLOS HAULY,53136,97381.42,0,0,0,0,85022,0,0,0,0,0,464902.9,112581,0,0,464902.9
LUIZ CARLOS SETIM,99112,4000,0,0,0,0,0,0,0,0,0,0,1587746.84,0,0,0,1587746.84
LUIZ COUTO,0,48748.96,0,0,0,0,39776.58,0,0,0,48748.96,460.5,22925,0,0,0,22925
LUIZ DE DEUS,0,0,0,17244.97,17244.97,0,74354.33,0,0,0,0,6125,232780.42,0,0,0,232780.42
LUIZ FERNANDO FARIA,325838.47,0,0,500,500,0,370284.46,0,0,0,0,0,556650.16,0.75,0,0,556650.16
LUIZ FERNANDO MACHADO,195.2,0,0,0,0,0,0,119514,0,0,0,0,1234963.72,423,119514,0,1234963.72
LUIZ HENRIQUE,322157.36,59451.64,0,291150,291150,0,5000,0,0,0,0,0,945862.97,2600,0,0,945862.97
LUIZ NISHIMORI,1452897.73,0,0,31810.34,31810.34,0,2500,0,0,0,0,60000,219373.44,29.87,0,0,219373.44
LUIZ OTAVIO,4383.09,0,0,0,0,0,0,0,0,0,0,0,6900,0,0,0,6900
LUIZ PITIMAN,291250,0,0,0,0,0,0,0,0,0,0,703926.77,0,0,0,0,0
LUIZ SERGIO,149260,58385,0,0,0,0,606951.64,0,0,0,0,125000,388950.6,0,0,0,388950.6
LUIZA ERUNDINA,0,0,0,0,320000,0,0,0,0,0,0,135556.56,30000,29772.15,0,0,30000
MACEDO,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,500
MAGDA MOFATTO,0,0,0,6609,6609,0,0,0,0,0,0,0,62644.12,0,0,0,62644.12
MAGNO MALTA,505899.45,0,2200,22053.3,22053.3,0,253734.84,0,2200,2200,0,91808.31,1220871.93,6400,0,0,1223071.93
MAJOR FABIO,0,0,0,0,0,0,47000,0,0,0,0,0,13300.26,0,0,0,13300.26
MAJOR OLIMPIO GOMES,0,0,0,0,0,0,0,0,0,0,0,0,4150,4.2,0,0,4150
MANATO,828205.83,2170.37,0,10560.21,10560.21,0,503953,0,0,0,0,0,158232.7,0,0,0,158232.7
MANDETTA,8000,0,0,0,70000,0,337564.14,0,0,0,0,50000,2089907.27,0,0,0,2089907.27
MANOEL JUNIOR,68592.78,0,76945.5,42732.25,42732.25,0,12841.59,0,0,0,0,0,28331.1,800,0,0,28331.1
MANOEL SALVIANO,95907.56,0,194000,80328,80328,0,58902.49,0,194000,194000,0,0,62411.76,2869874.49,0,0,256411.76
MANUEL ROSA NECA,0,0,0,88441.1,88441.1,0,365528.45,0,0,0,0,0,0,0,0,0,0
MANUELA D'VILA,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0
MANUELA DAVILA,414909.01,4000,0,94335.6,124335.6,0,415482.15,0,0,0,0,53000,151224.89,3400,0,0,151224.89
MARA GABRILLI,0,0,71840,0,0,0,0,0,0,0,0,0,1082621.05,20092.94,0,0,1082621.05
MARCAL FILHO,750,49170.29,0,201515.47,201515.47,0,1002408.11,0,0,0,49170.29,0,1477644.01,160163.23,0,0,1477644.01
MARCELO AGUIAR,125482.97,0,0,0,0,0,0,0,0,0,0,0,112544.12,88.45,0,0,112544.12
MARCELO ALMEIDA,157027.5,0,6500,0,0,0,19134.57,0,6500,6500,0,0,324287.01,140000,0,0,330787.01
MARCELO ALVARO ANTONIO,0,0,0,500,500,0,22500,0,0,0,0,0,0,0.62,0,0,0
MARCELO ARO,1250,0,0,0,0,0,11250,0,0,0,0,0,0,4.2,0,0,0
MARCELO BELINATI,0,4000,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,0
MARCELO CASTRO,97625.98,0,0,550,550,0,74406.07,0,0,0,0,617179.52,177983.33,0,0,0,177983.33
MARCELO MATOS,0,16206.28,0,319001.46,319001.46,0,432216.32,30450,0,0,0,0,13597,0,30450,0,13597
MARCELO SQUASSONI,0,0,0,19897.96,19897.96,0,9454.08,0,0,0,0,0,0,0,0,0,0
MARCIO ALVINO,0,0,0,0,0,0,40000,0,0,0,0,0,0,13990,0,0,0
MARCIO BITTAR,65500,0,0,0,0,113306.14,1250,0,0,0,0,3100,20200,0,0,0,20200
MARCIO FRANCA,0,0,0,1150283.33,1150283.33,0,0,0,0,0,0,0,0,0,0,0,0
MARCIO JUNQUEIRA,0,0,0,0,0,290311.1,0,0,0,0,0,0,0,0,0,0,0
MARCIO MACEDO,0,120171.38,12250,140199.17,140199.17,0,79324.67,0,12250,12250,120171.38,72200,251726.6,0,0,0,263976.6
MARCIO MARINHO,21213.33,40000,0,70000,70000,0,193183.4,0,0,0,0,15152,224858.22,6.32,0,0,224858.22
MARCIO REINALDO DIAS MOREIRA,0,0,0,0,0,0,0,0,0,0,0,0,257885.36,0,0,0,257885.36
MARCO ANTONIO CABRAL,0,0,0,0,0,0,334581.65,0,0,0,0,0,0,0,0,0,0
MARCO MAIA,1965800.93,25000,0,135695.65,135695.65,0,509849.56,0,0,0,15000,39537.56,504011.37,684.1,0,0,504011.37
MARCO TEBALDI,1144709.63,0,0,605114.26,605114.26,0,12500,0,0,0,0,0,206371.19,135573.36,0,0,206371.19
MARCON,878533.43,906948.04,0,20250,36663.53,0,271198.57,0,0,0,906948.04,41074,555560.73,62030.91,0,25000,555560.73
MARCOS ABRAO,15000,0,0,9047.88,9047.88,0,0,0,0,0,0,0,5176.97,0,0,0,5176.97
MARCOS MEDRADO,0,0,0,285645.45,285645.45,0,239368.95,0,0,0,0,0,106777.28,0,0,0,106777.28
MARCOS MONTES,389440.46,0,0,77585.83,77585.83,0,334293.41,0,0,0,0,0,173686.74,0,0,0,173686.74
MARCOS ROGERIO,0,0,0,0,0,690267.22,0,0,0,0,0,0,0,0.88,0,0,0
MARCOS SOARES,0,0,0,0,0,0,0,0,0,0,0,0,11600,0,0,0,11600
MARCUS PESTANA,289905.89,4000,0,9857.05,9857.05,0,99838.2,0,0,0,0,55006.7,290340.91,374804.2,0,0,290340.91
MARCUS VICENTE,0,0,0,0,0,0,6250,0,0,0,0,0,0,0,0,0,0
MARGARIDA SALOMAO,8906.07,0,0,0,2510.1,0,94526.83,0,0,0,0,62500,2484,0,0,0,2484
MARIA APARECIDA BORGHETTI,0,0,0,0,0,0,0,0,0,0,0,0,552210.12,0,0,0,552210.12
MARIA DO CARMO ALVES,875,50803.18,0,108144.97,108144.97,0,0,0,0,0,0,1500,444955.7,0,0,0,444955.7
MARIA DO ROSARIO,0,0,0,16250,21385.3,0,0,0,0,0,0,28000,17150,0,0,0,17150
MARIA LUCIA PRANDI,0,0,0,0,0,0,0,0,0,0,0,0,83747.43,30,0,0,83747.43
MARINALDO ROSENDO,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,3000
MARINHA RAUPP,20100,1000,0,126054.75,143011.75,164904.58,124513.18,0,0,0,1000,13899.2,0,0,0,0,0
MARIO COUTO,40625,0,0,168307,168307,0,20325,0,0,0,0,0,0,0,0,0,0
MARIO DE OLIVEIRA,28088.44,0,0,15032.77,15032.77,0,13849.41,0,0,0,0,0,142026.2,0,0,0,142026.2
MARIO FEITOZA,0,0,0,2540.08,2540.08,0,114395.73,0,0,0,0,0,92219.38,30986.29,0,0,92219.38
MARIO HERINGER,0,0,0,17500,17500,0,23250,0,0,0,0,0,0,0,0,0,0
MARIO NEGROMONTE,0,0,0,141624.04,141624.04,0,120604.91,0,0,0,0,0,69002.81,0,0,0,69002.81
MARIO NEGROMONTE JUNIOR,0,0,174035.2,6250,6250,0,0,0,174035.2,174035.2,0,0,0,0,0,0,174035.2
MARLLOS SAMPAIO,0,1118424.09,0,0,0,0,470604.41,0,0,0,0,78840.15,48192.75,0,0,0,48192.75
MARQUINHO MENDES,0,0,0,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0
MARTA SUPLICY,0,0,0,0,0,0,0,0,0,0,0,0,0,3338,0,0,0
MAURICIO QUINTELLA LESSA,15000,0,9998.56,115388.59,115388.59,0,0,0,9998.56,9998.56,0,40000,180830.63,0,0,0,190829.19
MAURICIO TRINDADE,25000,542231.76,0,0,0,0,0,0,0,0,0,0,304151.2,0,0,0,304151.2
MAURO BENEVIDES,9948.98,0,0,242404.99,242404.99,0,0,0,0,0,0,0,204095.05,0,0,0,204095.05
MAURO LOPES,746687.5,0,0,13746.28,13746.28,0,51301.16,0,0,0,0,0,205221.54,0,0,0,205221.54
MAURO MARIANI,317259.86,12582.26,0,218246.15,218246.15,0,106852.29,0,0,22580.43,0,0,480361.49,1395175.31,0,0,480361.49
MAURO NAZIF,0,0,0,0,0,455098,0,0,0,0,0,0,0,0,0,0,0
MAURO PEREIRA,76280,0,0,0,0,0,17500,0,0,0,0,0,81027.19,0,0,0,81027.19
MAX FILHO,0,0,0,357,357,0,0,0,0,0,0,0,26130,0,0,0,26130
MENDONCA FILHO,0,0,2477975.67,39963,39963,0,52943,0,2477975.67,2477975.67,0,0,259318.59,6147212.13,0,0,2737294.26
MENDONCA PRADO,0,0,0,0,10000,0,250,26290.35,0,0,0,0,83215.75,0,26290.35,0,83215.75
MIGUEL CORREA,130950,65954.47,0,87055.06,87055.06,0,126611.35,0,0,0,13600.1,0,223044.4,0,0,0,223044.4
MIGUEL HADDAD,0,0,0,0,0,0,0,0,0,0,0,0,232298.19,0,0,0,232298.19
MIGUEL LOMBARDI,0,0,0,0,0,0,5022.73,0,0,0,0,0,0,0,0,0,0
MILTON MONTI,0,75793.15,0,54447.8,54447.8,0,186525.93,0,0,0,28353.99,0,1382988.66,94000,0,0,1382988.66
MIRIQUINHO BATISTA,0,0,0,0,0,0,74908.75,0,0,0,0,65870.67,147227.9,0,0,0,147227.9
MIRO TEIXEIRA,0,310490.51,0,0,128846.81,0,0,0,0,0,0,0,49448,1e+05,0,0,49448
MISAEL VARELLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MISSIONARIO JOSE OLIMPIO,0,0,0,0,0,0,64933.28,0,0,0,0,0,1471362.41,50.38,0,0,1471362.41
MOREIRA MENDES,17000,0,0,0,0,642874.38,0,0,0,0,0,0,0,0,0,0,0
MOSES RODRIGUES,0,0,0,877.5,877.5,0,58500,0,0,0,0,0,0,2e+05,0,0,0
MOZARILDO CAVALCANTI,0,0,0,0,0,259888.41,0,0,0,0,0,0,87833.64,0,0,0,87833.64
NARCIO RODRIGUES,0,0,0,0,0,0,0,647537.45,0,0,0,0,38956.4,2000,647537.45,0,38956.4
NATAN DONADON,64018.5,0,0,0,0,236735,0,0,0,0,0,0,0,0,0,0,0
NAZARENO FONTELES,0,0,0,0,0,0,0,0,0,0,0,86000.87,1554673.56,0,0,0,1554673.56
NELSON MARCHEZAN JUNIOR,1332743.96,0,0,8531.8,17794.3,0,264256.12,0,0,0,0,0,705475.59,0,0,0,705475.59
NELSON MARQUEZELLI,896529.6,0,0,458398.25,458398.25,0,0,43800,0,0,0,27777.78,156256.93,50551,43800,0,156256.93
NELSON MEURER,408401.86,129588.75,0,80614.81,80614.81,0,95996.96,0,0,7281.96,10000,0,1106751.42,5.51,0,0,1106751.42
NELSON PADOVANI,781887.88,0,0,0,0,0,22439,0,0,7000,0,0,391517.64,0,0,0,391517.64
NELSON PELLEGRINO,341508.57,241600,10000,80758.81,80758.81,0,12500,0,10000,10000,241600,0,131654.7,0,0,0,141654.7
NEWTON CARDOSO,124438.25,0,2500,61555,61555,0,119310.88,0,2500,2500,0,11529.33,225427.92,0,0,0,227927.92
NEWTON CARDOSO JR,6250,0,0,0,0,0,0,0,0,0,0,0,19785.66,0,0,0,19785.66
NEWTON LIMA,9750,0,0,71079.29,116079.29,0,254078.46,0,0,0,0,0,1707775.54,60811.83,0,9000,1707775.54
NICE LOBAO,66900,0,0,77091,77091,0,47300,0,0,0,0,0,267222.31,0,0,0,267222.31
NILDA GONDIM,0,112750.95,0,55517.86,55517.86,0,43326.03,0,0,0,112750.95,7024,40323.91,1200,0,0,40323.91
NILMARIO MIRANDA,0,15000,0,32022.48,37822.48,0,0,0,0,0,15000,72000,56032.11,11343.99,0,0,56032.11
NILSON LEITAO,647471.69,0,0,171311.46,171311.46,0,203281.41,0,0,0,0,0,333954.31,64003.09,0,0,333954.31
NILSON PINTO,16484.8,0,0,18897.41,18897.41,0,0,284189,0,0,0,46117.34,720472.61,0,284189,0,720472.61
NILTO TATTO,0,8290,0,0,0,0,30746.97,0,0,0,8290,0,6900,0,0,0,6900
NILTON CAPIXABA,24750,0,0,0,0,434213.08,0,0,0,0,0,75000,122250,0,0,0,122250
ODAIR CUNHA,312904.82,40500,0,173448.03,173448.03,0,110456.01,0,0,0,40500,0,226075.89,50000,0,0,226075.89
ODILIO BALBINOTTI,423105.96,0,0,239194.44,239194.44,0,0,0,0,0,0,0,42821.7,0,0,0,42821.7
ODORICO MONTEIRO,0,0,4000,0,0,0,0,0,4000,4000,0,0,0,0,0,0,4000
ONOFRE SANTO AGOSTINI,806695.02,0,0,17403,17403,0,0,0,0,0,0,0,424410.54,0,0,0,424410.54
ONYX LORENZONI,676995.3,188059.89,0,0,0,0,7500,0,0,0,0,0,613347.57,0,0,0,613347.57
ORLANDO SILVA,0,0,0,0,0,0,6500,0,0,0,0,0,0,0,0,0,0
OSMAR JUNIOR,0,0,0,0,0,0,28328,0,0,0,0,180354.17,0,0,0,0,0
OSMAR SERRAGLIO,170831.27,28433.33,0,240858.76,378055.07,0,134453.98,0,0,10322.62,0,0,1460303.72,2008.31,0,0,1460303.72
OSMAR TERRA,1584119.86,122500,59450.97,195044.05,195044.05,0,576403.98,0,59450.97,59450.97,0,7720,553087.15,3450,0,0,612538.12
OSVALDO REIS,37325,0,0,466318.1,466318.1,0,8750,0,0,0,0,0,493.59,0,0,0,493.59
OSVALDO SOBRINHO,58280.15,0,0,73980,73980,0,32500,0,0,0,0,15000,209227.82,875010.94,0,0,209227.82
OTAVIO LEITE,0,69559.31,147192,61173.18,61173.18,0,0,27485.67,0,0,0,0,0,0,27485.67,0,0
OTONIEL LIMA,3894.45,0,0,197857.97,197857.97,0,0,110602,0,0,0,0,466969.51,13872.44,110602,0,466969.51
OTTO ALENCAR,0,0,0,0,0,0,0,0,0,0,0,0,32877.9,0,0,0,32877.9
OZIEL OLIVEIRA,0,0,0,0,0,0,0,0,0,0,0,10940,71295.12,0,0,0,71295.12
PADRE JOAO,51803.32,275588.38,0,0,0,0,56658.51,0,0,0,275588.38,0,175506.71,3510,0,0,175506.71
PADRE TON,0,442478.75,0,0,0,704208.89,0,0,0,0,442478.75,0,0,200,0,0,0
PAES LANDIM,44797.47,0,0,0,0,0,0,0,0,0,0,490679.51,67946.59,0,0,0,67946.59
PASTOR EURICO,0,0,0,108437.5,108437.5,0,0,0,0,0,0,0,197436,10451780.93,0,0,197436
PASTOR MARCO FELICIANO,0,0,0,77613.43,77613.43,0,453233.85,0,0,0,0,0,384336.42,27563.82,0,0,384336.42
PAUDERNEY AVELINO,7110,0,0,0,0,34655.84,0,0,0,0,0,1516.8,0,500,0,0,0
PAULAO,0,23857,0,15000,230554.6,0,0,0,0,0,23857,0,66783.27,13860,0,0,66783.27
PAULO ABI-ACKEL,317209.81,0,0,0,0,0,17334.47,0,0,0,0,0,711687.73,0,0,0,711687.73
PAULO AZI,0,0,0,0,0,0,12500,0,0,0,0,0,495,0,0,0,495
PAULO BAUER,16250,0,0,0,0,0,0,0,0,0,0,0,77940.14,213620.25,0,0,77940.14
PAULO BORNHAUSEN,0,0,1859690.6,0,0,0,0,0,0,0,0,2200,406398.2,552000,0,0,406398.2
PAULO CESAR QUARTIERO,0,0,0,0,0,9350,0,0,0,0,0,3100,0,0,0,0,0
PAULO DAVIM,184097.63,0,0,226591.61,226591.61,0,265722.04,0,0,0,0,1000,100430.92,12813.22,0,0,100430.92
PAULO FEIJO,20000,9723.16,0,5000,5000,0,16474.77,0,0,0,0,0,237885.9,0,0,0,237885.9
PAULO FERREIRA,535854.25,0,0,0,21000,0,942937.6,0,0,0,0,35000,672907.46,0,0,0,672907.46
PAULO FOLETTO,765961.29,0,0,0,0,0,694632.48,0,0,0,0,0,320161.33,24654,0,0,320161.33
PAULO FREIRE,0,73200,0,54063.62,54063.62,0,39841.98,0,0,0,0,0,906065.21,422500,0,0,906065.21
PAULO HENRIQUE LUSTOSA,15000,0,0,0,0,0,160885.22,0,0,0,0,231500,27080.15,0,0,0,27080.15
PAULO MAGALHAES,199965.2,25000,0,41860.28,41860.28,0,439056.26,0,0,0,25000,27288.5,343441.62,0,0,0,343441.62
PAULO MALUF,66600.29,120188.1,0,0,0,0,6250,0,0,0,0,0,1194971.09,106600.62,0,0,1194971.09
PAULO PAIM,1087096.18,71952.03,0,293903.88,308903.88,0,394117.93,0,0,0,71952.03,0,990960.64,0,0,0,990960.64
PAULO PEREIRA DA SILVA,13410,0,0,91684.61,91684.61,0,70523.75,42106.66,0,0,0,0,880117.62,41776,42106.66,0,880117.62
PAULO PIMENTA,119466,470413.09,20883.31,103233.12,103233.12,0,1031211.15,0,0,0,459313.09,38993.54,1081504.36,0,0,0,1081504.36
PAULO ROCHA,0,0,0,0,0,0,0,0,0,0,0,0,17612,0,0,0,17612
PAULO RUBEM SANTIAGO,27084,0,193863.9,4372.6,4372.6,0,0,0,173863.9,173863.9,0,127782.62,0,6117382.13,0,140500,173863.9
PAULO TEIXEIRA,0,136626,103024,0,0,0,73102.52,12500,0,0,91426,10711.54,608247.3,154.79,12500,0,608247.3
PAULO WAGNER,45595.73,0,0,189418.75,189418.75,0,66176.04,0,0,0,0,0,209496.6,0,0,0,209496.6
PEDRO CHAVES,269543.91,74620,26622,53897.96,53897.96,0,141744.33,0,26622,26622,63620,437200,52102.48,2500,0,0,78724.48
PEDRO CUNHA LIMA,0,0,0,0,0,0,3225,0,0,0,0,0,7357,0,0,0,7357
PEDRO EUGENIO,0,175900,0,0,0,0,0,0,0,0,175900,40800,70854.17,6419712.28,0,0,70854.17
PEDRO FERNANDES,0,0,0,6250,6250,0,12500,0,0,0,0,25997.84,38282.78,0,0,0,38282.78
PEDRO HENRY,0,0,0,0,0,0,0,0,0,0,0,0,92859.34,0,0,0,92859.34
PEDRO NOVAIS,0,0,0,129522.31,129522.31,0,0,0,0,0,0,106000,126650.6,0,0,0,126650.6
PEDRO PAULO,0,0,753.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEDRO TAQUES,0,0,0,211956.52,211956.52,0,0,0,0,0,0,16000,0,118668.15,0,0,0
PEDRO UCZAI,0,1371729.17,0,120854.3,120854.3,0,463830.27,0,0,0,1366729.17,0,843089.56,0,0,0,843089.56
PEDRO VILELA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PENNA,10024.2,0,0,0,0,0,0,91849.73,0,0,0,0,1310594.76,2900,91849.73,0,1310594.76
PEPE VARGAS,0,518190.88,0,56500,56500,0,34500,0,0,0,518190.88,1840,93103.75,1000,0,0,93103.75
PERPETUA ALMEIDA,700,162026.2,105263.16,0,0,71326.67,118211.87,0,105263.16,105263.16,153717.42,0,11738.72,0,0,0,117001.88
PINTO ITAMARATY,0,12000,0,116674.24,116674.24,0,46963.96,0,0,0,12000,3507.9,61100,0,0,0,61100
POLICARPO,0,263992.08,0,0,0,0,508797.67,0,0,0,263992.08,3000,207818.84,0,0,0,207818.84
POMPEO DE MATTOS,0,0,0,21250,21250,0,2925,0,0,0,0,0,30450,0,0,0,30450
PR. MARCO FELICIANO,0,0,0,0,0,0,0,0,0,0,0,0,142375.76,15000,0,0,142375.76
PROFESSOR SERGIO DE OLIVEIRA,282540.59,0,0,0,0,0,0,397234,0,0,0,0,1654908.42,0,397234,0,1654908.42
PROFESSOR SETIMO,58461.22,0,0,47000,47000,0,2000,0,0,0,0,175760.57,3981.82,0,0,0,3981.82
PROFESSOR VICTORIO GALLI,0,0,0,0,0,0,0,0,0,0,0,0,19127,0,0,0,19127
PROFESSORA DORINHA SEABRA REZENDE,41250,13082.88,8200,60982.02,60982.02,0,387975.16,0,8200,8200,0,23460,252672.09,700,0,0,260872.09
RAFAEL MOTTA,2437.35,0,0,0,0,0,0,0,0,0,0,0,34708.85,0,0,0,34708.85
RAIMUNDO GOMES DE MATOS,100600,441822.2,107800,138479.48,138479.48,0,390523.42,0,0,0,0,52629.95,328539.29,0,0,0,328539.29
RAIMUNDO LIRA,0,0,0,2925,2925,0,8687.5,0,0,0,0,0,44338.34,0,0,0,44338.34
RANDOLFE RODRIGUES,0,27550,0,0,99725.22,323596.93,22483.54,98239.99,0,0,0,0,0,0,98239.99,0,0
RAQUEL MUNIZ,0,0,0,0,0,0,1078.16,0,0,0,0,0,0,0,0,0,0
RATINHO JUNIOR,14750,0,0,0,0,0,0,0,0,0,0,0,47600.81,0,0,0,47600.81
RAUL HENRY,284173.28,0,0,394067.01,394067.01,0,17899.64,0,0,0,0,0,302824.15,10412480.93,0,0,302824.15
RAUL LIMA,8000,0,0,0,0,265056.66,0,0,0,0,0,0,0,0,0,0,0
REBECCA GARCIA,0,0,0,0,0,478120,0,0,0,0,0,0,0,0,0,0,0
REGINALDO LOPES,192392.91,0,0,19289.08,19289.08,0,149043.89,0,0,0,0,0,527649.9,12000,0,0,527649.9
REGUFFE,0,0,0,0,0,0,0,434323.35,0,0,0,0,0,0,434323.35,0,0
REINALDO AZAMBUJA,891058.15,9100.2,7322,0,0,0,197049.18,106000,0,0,9100.2,455697.22,0,11438.33,106000,0,0
REINHOLD STEPHANES,164781.71,268237.66,0,40010.62,40010.62,0,38314.33,0,0,0,268237.66,0,419873.63,25000,0,0,419873.63
REMIDIO MONAI,0,0,0,0,0,0,0,0,0,0,0,9619.08,0,0,0,0,0
RENAN CALHEIROS,10000,0,103000,149187.5,149187.5,0,40000,0,103000,103000,0,5000,90167.96,0,0,0,193167.96
RENAN FILHO,0,0,0,79000,79000,0,95000,43000,0,0,0,31245.21,14800,0,43000,0,14800
RENATA ABREU,0,0,0,5046.29,5046.29,0,12000,0,0,0,0,0,0,0,0,0,0
